#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ASPM	CASC5	9606.ENSP00000356379	9606.ENSP00000335463	0	0	0	0	0.915	0	0	0.798	0.982
ASPM	SMC4	9606.ENSP00000356379	9606.ENSP00000349961	0	0	0	0	0.958	0.667	0	0.275	0.989
ASPM	RRM2	9606.ENSP00000356379	9606.ENSP00000353770	0	0	0	0	0.912	0.070	0	0.459	0.951
ASPM	CENPF	9606.ENSP00000356379	9606.ENSP00000355922	0	0	0	0	0.962	0	0	0.629	0.985
ASPM	KIF14	9606.ENSP00000356379	9606.ENSP00000356319	0	0	0	0	0.915	0.423	0	0.594	0.978
ASPM	PTTG1	9606.ENSP00000356379	9606.ENSP00000377536	0	0	0	0	0.844	0	0	0.389	0.900
ASPM	DEPDC1	9606.ENSP00000356379	9606.ENSP00000412292	0	0	0	0	0.900	0	0	0.267	0.924
ASPM	CKS2	9606.ENSP00000356379	9606.ENSP00000364976	0	0	0	0	0.917	0	0	0.143	0.926
ASPM	CDCA3	9606.ENSP00000356379	9606.ENSP00000442068	0	0	0	0	0.918	0	0	0.376	0.947
ASPM	PBK	9606.ENSP00000356379	9606.ENSP00000428489	0	0	0	0	0.925	0.075	0	0.422	0.956
ASPM	HMMR	9606.ENSP00000356379	9606.ENSP00000377492	0	0	0	0	0.931	0	0	0.415	0.958
ASPM	KIF20A	9606.ENSP00000356379	9606.ENSP00000378356	0	0	0	0	0.915	0.252	0	0.591	0.971
ASPM	KIF4A	9606.ENSP00000356379	9606.ENSP00000363524	0	0	0	0	0.951	0.243	0	0.554	0.982
ASPM	TOP2A	9606.ENSP00000356379	9606.ENSP00000411532	0	0	0	0	0.968	0	0	0.605	0.987
ASPM	NUSAP1	9606.ENSP00000356379	9606.ENSP00000453403	0	0	0	0	0.979	0	0	0.602	0.991
ASPM	TTK	9606.ENSP00000356379	9606.ENSP00000358813	0	0	0	0	0.986	0.060	0	0.503	0.993
ASPM	CDK1	9606.ENSP00000356379	9606.ENSP00000378699	0	0	0	0	0.991	0.057	0	0.437	0.994
ATAD5	RFC1	9606.ENSP00000313171	9606.ENSP00000371321	0	0	0	0.543	0.139	0.327	0.900	0.891	0.962
ATAD5	RFC5	9606.ENSP00000313171	9606.ENSP00000408295	0	0	0	0	0.224	0.958	0	0.819	0.993
ATF3	JUNB	9606.ENSP00000344352	9606.ENSP00000303315	0	0	0	0	0.454	0.749	0	0.682	0.952
ATF3	FOS	9606.ENSP00000344352	9606.ENSP00000306245	0	0	0	0.764	0.854	0.271	0	0.803	0.910
ATF3	JUN	9606.ENSP00000344352	9606.ENSP00000360266	0	0	0	0	0.861	0.923	0.900	0.994	0.999
BAAT	DDO	9606.ENSP00000259407	9606.ENSP00000357920	0	0	0	0	0	0	0.900	0.085	0.904
BAAT	GAD1	9606.ENSP00000259407	9606.ENSP00000350928	0.042	0	0	0	0.052	0	0.900	0.081	0.905
BAAT	SLC27A2	9606.ENSP00000259407	9606.ENSP00000267842	0	0	0	0	0.049	0	0.900	0.294	0.926
BAG4	HSPA8	9606.ENSP00000287322	9606.ENSP00000432083	0	0	0	0	0.066	0.560	0.900	0.557	0.979
BAG4	HSPA4	9606.ENSP00000287322	9606.ENSP00000302961	0	0	0	0	0.063	0.400	0.900	0.921	0.995
BATF	CCND1	9606.ENSP00000286639	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.090	0.905
BATF	RORA	9606.ENSP00000286639	9606.ENSP00000261523	0	0	0	0	0	0.077	0.900	0.512	0.951
BATF	BIRC5	9606.ENSP00000286639	9606.ENSP00000301633	0	0	0	0	0	0.062	0.900	0	0.902
BATF	FOS	9606.ENSP00000286639	9606.ENSP00000306245	0	0	0	0.748	0	0.213	0.900	0.503	0.927
BATF	FOXO1	9606.ENSP00000286639	9606.ENSP00000368880	0	0	0	0	0	0.057	0.900	0.411	0.939
BATF	JUN	9606.ENSP00000286639	9606.ENSP00000360266	0	0	0	0	0.065	0.752	0	0.989	0.997
BATF	JUNB	9606.ENSP00000286639	9606.ENSP00000303315	0	0	0	0	0.107	0.919	0.900	0.909	0.999
BHLHE40	BLM	9606.ENSP00000256495	9606.ENSP00000347232	0	0	0	0	0	0	0.900	0	0.900
BHLHE40	FANCL	9606.ENSP00000256495	9606.ENSP00000385021	0	0	0	0	0	0	0.900	0	0.900
BHMT2	AHCY	9606.ENSP00000255192	9606.ENSP00000217426	0.089	0	0	0	0.062	0	0.900	0.620	0.963
BIRC5	CCND1	9606.ENSP00000301633	9606.ENSP00000227507	0	0	0	0	0.085	0	0.900	0.591	0.959
BIRC5	NUP155	9606.ENSP00000301633	9606.ENSP00000231498	0	0	0	0	0.161	0	0.900	0.043	0.912
BIRC5	DLGAP5	9606.ENSP00000301633	9606.ENSP00000247191	0	0	0	0	0.913	0	0	0.504	0.955
BIRC5	NCAPG	9606.ENSP00000301633	9606.ENSP00000251496	0	0	0	0	0.892	0.102	0	0.402	0.937
BIRC5	CCNB1	9606.ENSP00000301633	9606.ENSP00000256442	0	0	0	0	0.887	0.153	0	0.683	0.967
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.951	0.078	0	0.533	0.977
BIRC5	RORA	9606.ENSP00000301633	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.070	0.903
BIRC5	NDC80	9606.ENSP00000301633	9606.ENSP00000261597	0	0	0	0	0.934	0	0	0.474	0.964
BIRC5	CENPE	9606.ENSP00000301633	9606.ENSP00000265148	0	0	0	0	0.768	0.069	0	0.586	0.903
BIRC5	CCNA2	9606.ENSP00000301633	9606.ENSP00000274026	0	0	0	0	0.921	0.144	0	0.559	0.967
BIRC5	BATF	9606.ENSP00000301633	9606.ENSP00000286639	0	0	0	0	0	0.062	0.900	0	0.902
BIRC5	CCNB2	9606.ENSP00000301633	9606.ENSP00000288207	0	0	0	0	0.880	0.153	0	0.638	0.960
BIRC5	MELK	9606.ENSP00000301633	9606.ENSP00000298048	0	0	0	0	0.896	0.143	0	0.454	0.947
BIRC5	KIAA0101	9606.ENSP00000301633	9606.ENSP00000300035	0	0	0	0	0.893	0	0	0.345	0.927
BIRC5	TPX2	9606.ENSP00000301633	9606.ENSP00000300403	0	0	0	0	0.931	0	0	0.501	0.964
BIRC5	JUNB	9606.ENSP00000301633	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.055	0.901
BIRC5	NUP50	9606.ENSP00000301633	9606.ENSP00000345895	0	0	0	0	0.062	0	0.900	0	0.902
BIRC5	KLHL13	9606.ENSP00000301633	9606.ENSP00000443191	0	0	0	0	0	0.070	0.900	0.050	0.903
BIRC5	CKS2	9606.ENSP00000301633	9606.ENSP00000364976	0	0	0	0	0.836	0	0	0.433	0.903
BIRC5	NUP62	9606.ENSP00000301633	9606.ENSP00000471191	0	0	0	0	0.089	0	0.900	0.112	0.912
BIRC5	CENPF	9606.ENSP00000301633	9606.ENSP00000355922	0	0	0	0	0.809	0	0	0.602	0.920
BIRC5	FOXO1	9606.ENSP00000301633	9606.ENSP00000368880	0	0	0	0	0	0.059	0.900	0.254	0.923
BIRC5	FOS	9606.ENSP00000301633	9606.ENSP00000306245	0	0	0	0	0	0.062	0.900	0.321	0.930
BIRC5	CDCA3	9606.ENSP00000301633	9606.ENSP00000442068	0	0	0	0	0.895	0	0	0.456	0.940
BIRC5	ASPM	9606.ENSP00000301633	9606.ENSP00000356379	0	0	0	0	0.893	0.058	0	0.473	0.942
BIRC5	RRM2	9606.ENSP00000301633	9606.ENSP00000353770	0	0	0	0	0.887	0	0	0.557	0.947
BIRC5	PTTG1	9606.ENSP00000301633	9606.ENSP00000377536	0	0	0	0	0.906	0	0	0.519	0.952
BIRC5	NUSAP1	9606.ENSP00000301633	9606.ENSP00000453403	0	0	0	0	0.908	0	0	0.566	0.958
BIRC5	TTK	9606.ENSP00000301633	9606.ENSP00000358813	0	0	0	0	0.918	0	0	0.515	0.959
BIRC5	TOP2A	9606.ENSP00000301633	9606.ENSP00000411532	0	0	0	0	0.884	0	0	0.662	0.959
BIRC5	KIF4A	9606.ENSP00000301633	9606.ENSP00000363524	0	0	0	0	0.911	0.057	0	0.581	0.962
BIRC5	PBK	9606.ENSP00000301633	9606.ENSP00000428489	0	0	0	0	0.959	0.116	0	0.455	0.978
BIRC5	CDK1	9606.ENSP00000301633	9606.ENSP00000378699	0	0	0	0	0.963	0.462	0	0.600	0.991
BIRC5	KIF20A	9606.ENSP00000301633	9606.ENSP00000378356	0	0	0	0	0.880	0.057	0.900	0.449	0.992
BLM	BHLHE40	9606.ENSP00000347232	9606.ENSP00000256495	0	0	0	0	0	0	0.900	0	0.900
BLM	TOP2A	9606.ENSP00000347232	9606.ENSP00000411532	0.060	0	0	0	0.450	0.703	0	0.605	0.931
BLM	FANCL	9606.ENSP00000347232	9606.ENSP00000385021	0	0	0	0	0.082	0	0.900	0.547	0.954
BLM	POLD1	9606.ENSP00000347232	9606.ENSP00000406046	0	0	0	0	0.232	0.182	0.900	0.601	0.971
BLM	RFC1	9606.ENSP00000347232	9606.ENSP00000371321	0	0	0	0	0.167	0.693	0.900	0.141	0.975
BLM	H2AFX	9606.ENSP00000347232	9606.ENSP00000434024	0	0	0	0	0.114	0.579	0.900	0.459	0.977
BLNK	YES1	9606.ENSP00000224337	9606.ENSP00000462468	0	0	0	0	0	0.056	0.900	0.124	0.910
BLNK	VAV2	9606.ENSP00000224337	9606.ENSP00000360916	0	0	0	0	0.062	0.056	0.900	0.313	0.931
BLNK	CD72	9606.ENSP00000224337	9606.ENSP00000379980	0	0	0	0	0.092	0.270	0.900	0.642	0.973
C5	C6	9606.ENSP00000223642	9606.ENSP00000263413	0	0	0	0	0.112	0.973	0.900	0.461	0.998
C6	C5	9606.ENSP00000263413	9606.ENSP00000223642	0	0	0	0	0.112	0.973	0.900	0.461	0.998
CA2	CDH1	9606.ENSP00000285379	9606.ENSP00000261769	0	0	0	0	0.062	0.058	0.900	0.194	0.919
CA2	SLC4A4	9606.ENSP00000285379	9606.ENSP00000393557	0	0	0	0	0.062	0.290	0	0.972	0.980
CALCR	IAPP	9606.ENSP00000352561	9606.ENSP00000240652	0	0	0	0	0	0	0.800	0.964	0.992
CALCRL	IAPP	9606.ENSP00000386972	9606.ENSP00000240652	0	0	0	0	0	0	0.800	0.840	0.966
CASC5	NDC80	9606.ENSP00000335463	9606.ENSP00000261597	0	0	0	0	0.841	0.869	0.600	0.882	0.998
CASC5	CENPE	9606.ENSP00000335463	9606.ENSP00000265148	0	0	0	0	0.784	0	0	0.802	0.955
CASC5	SPC25	9606.ENSP00000335463	9606.ENSP00000282074	0	0	0	0	0.215	0.870	0.600	0.241	0.964
CASC5	TTK	9606.ENSP00000335463	9606.ENSP00000358813	0	0	0	0	0.691	0.270	0	0.625	0.908
CASC5	ASPM	9606.ENSP00000335463	9606.ENSP00000356379	0	0	0	0	0.915	0	0	0.798	0.982
CASC5	DSN1	9606.ENSP00000335463	9606.ENSP00000389810	0	0	0	0	0.129	0.884	0.600	0.945	0.997
CASC5	ZWINT	9606.ENSP00000335463	9606.ENSP00000363055	0	0	0	0	0.284	0.897	0	0.988	0.999
CBFB	CCNB1	9606.ENSP00000415151	9606.ENSP00000256442	0	0	0	0	0.091	0	0.900	0	0.905
CBFB	AKT3	9606.ENSP00000415151	9606.ENSP00000263826	0	0	0	0	0.049	0	0.900	0.112	0.908
CBFB	SPP1	9606.ENSP00000415151	9606.ENSP00000378517	0	0	0	0	0.062	0	0.900	0.124	0.910
CBFB	CDK1	9606.ENSP00000415151	9606.ENSP00000378699	0	0	0	0	0.090	0	0.900	0	0.905
CBFB	CDKN1A	9606.ENSP00000415151	9606.ENSP00000384849	0	0	0	0	0	0	0.900	0.206	0.917
CBFB	NFE2	9606.ENSP00000415151	9606.ENSP00000439120	0	0	0	0	0	0	0.900	0.107	0.906
CCNA2	CDC6	9606.ENSP00000274026	9606.ENSP00000209728	0	0	0	0	0.916	0.945	0.900	0.831	0.999
CCNA2	MYBL2	9606.ENSP00000274026	9606.ENSP00000217026	0	0	0	0	0.590	0.307	0.800	0.653	0.977
CCNA2	DLGAP5	9606.ENSP00000274026	9606.ENSP00000247191	0	0	0	0	0.967	0	0	0.465	0.981
CCNA2	NCAPG	9606.ENSP00000274026	9606.ENSP00000251496	0	0	0	0	0.958	0	0	0.461	0.976
CCNA2	CCNB1	9606.ENSP00000274026	9606.ENSP00000256442	0	0	0	0.738	0.969	0.540	0.720	0.915	0.996
CCNA2	KIF11	9606.ENSP00000274026	9606.ENSP00000260731	0	0	0	0	0.976	0.139	0	0.526	0.989
CCNA2	NDC80	9606.ENSP00000274026	9606.ENSP00000261597	0	0	0	0	0.967	0	0	0.357	0.978
CCNA2	SAMHD1	9606.ENSP00000274026	9606.ENSP00000262878	0	0	0	0	0	0.740	0	0.858	0.961
CCNA2	CENPE	9606.ENSP00000274026	9606.ENSP00000265148	0	0	0	0	0.963	0.151	0	0.511	0.983
CCNA2	PLK4	9606.ENSP00000274026	9606.ENSP00000270861	0	0	0	0	0.829	0.082	0	0.441	0.904
CCNA2	PTP4A1	9606.ENSP00000274026	9606.ENSP00000359685	0	0	0	0	0	0	0.900	0.081	0.904
CCNA2	SMC4	9606.ENSP00000274026	9606.ENSP00000349961	0	0	0	0	0.819	0.060	0	0.507	0.909
CCNA2	DKC1	9606.ENSP00000274026	9606.ENSP00000358563	0	0	0	0	0.139	0	0.900	0.083	0.914
CCNA2	CDCA3	9606.ENSP00000274026	9606.ENSP00000442068	0	0	0	0	0.881	0	0	0.442	0.930
CCNA2	MCM10	9606.ENSP00000274026	9606.ENSP00000418268	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	SHCBP1	9606.ENSP00000274026	9606.ENSP00000306473	0	0	0	0	0.926	0	0	0.258	0.943
CCNA2	CENPF	9606.ENSP00000274026	9606.ENSP00000355922	0	0	0	0	0.909	0	0	0.499	0.952
CCNA2	KIF4A	9606.ENSP00000274026	9606.ENSP00000363524	0	0	0	0	0.921	0.139	0	0.382	0.954
CCNA2	TPX2	9606.ENSP00000274026	9606.ENSP00000300403	0	0	0	0	0.927	0	0	0.426	0.956
CCNA2	PTTG1	9606.ENSP00000274026	9606.ENSP00000377536	0	0	0	0	0.896	0	0	0.634	0.960
CCNA2	MELK	9606.ENSP00000274026	9606.ENSP00000298048	0	0	0	0	0.930	0.155	0	0.393	0.961
CCNA2	E2F4	9606.ENSP00000274026	9606.ENSP00000368686	0	0	0	0	0.144	0.368	0.600	0.852	0.963
CCNA2	RRM2	9606.ENSP00000274026	9606.ENSP00000353770	0	0	0	0	0.930	0	0	0.522	0.965
CCNA2	BIRC5	9606.ENSP00000274026	9606.ENSP00000301633	0	0	0	0	0.921	0.144	0	0.559	0.967
CCNA2	KIAA0101	9606.ENSP00000274026	9606.ENSP00000300035	0	0	0	0	0.959	0	0	0.249	0.967
CCNA2	PBK	9606.ENSP00000274026	9606.ENSP00000428489	0	0	0	0	0.949	0.103	0	0.361	0.968
CCNA2	KIF20A	9606.ENSP00000274026	9606.ENSP00000378356	0	0	0	0	0.938	0.139	0	0.468	0.969
CCNA2	CDKN3	9606.ENSP00000274026	9606.ENSP00000335357	0	0	0	0	0.886	0.085	0	0.790	0.976
CCNA2	TOP2A	9606.ENSP00000274026	9606.ENSP00000411532	0	0	0	0	0.967	0.056	0	0.575	0.985
CCNA2	ASPM	9606.ENSP00000274026	9606.ENSP00000356379	0	0	0	0	0.976	0.057	0	0.544	0.988
CCNA2	TTK	9606.ENSP00000274026	9606.ENSP00000358813	0	0	0	0	0.979	0.067	0	0.485	0.989
CCNA2	CCNB2	9606.ENSP00000274026	9606.ENSP00000288207	0	0	0	0.743	0.968	0.181	0.540	0.837	0.989
CCNA2	NUSAP1	9606.ENSP00000274026	9606.ENSP00000453403	0	0	0	0	0.981	0	0	0.455	0.989
CCNA2	CKS2	9606.ENSP00000274026	9606.ENSP00000364976	0	0	0	0	0.834	0.903	0.540	0.554	0.996
CCNA2	E2F1	9606.ENSP00000274026	9606.ENSP00000345571	0	0	0	0	0.310	0.891	0.900	0.873	0.998
CCNA2	CDK1	9606.ENSP00000274026	9606.ENSP00000378699	0	0.007	0	0	0.985	0.929	0.900	0.992	0.999
CCNA2	CDKN1A	9606.ENSP00000274026	9606.ENSP00000384849	0	0	0	0	0.061	0.921	0.800	0.972	0.999
CCNB1	CDC6	9606.ENSP00000256442	9606.ENSP00000209728	0	0	0	0	0.813	0.757	0	0.780	0.989
CCNB1	MYBL2	9606.ENSP00000256442	9606.ENSP00000217026	0	0	0	0	0.575	0.156	0.900	0.624	0.984
CCNB1	STAG2	9606.ENSP00000256442	9606.ENSP00000218089	0	0	0	0	0.080	0	0.900	0.166	0.916
CCNB1	CCND1	9606.ENSP00000256442	9606.ENSP00000227507	0	0	0	0.650	0.097	0.078	0.900	0.876	0.937
CCNB1	NUP155	9606.ENSP00000256442	9606.ENSP00000231498	0	0	0	0	0.232	0.066	0.900	0.106	0.927
CCNB1	DLGAP5	9606.ENSP00000256442	9606.ENSP00000247191	0	0	0	0	0.976	0	0	0.525	0.988
CCNB1	NCAPG	9606.ENSP00000256442	9606.ENSP00000251496	0	0	0	0	0.868	0	0.900	0.621	0.994
CCNB1	CBFB	9606.ENSP00000256442	9606.ENSP00000415151	0	0	0	0	0.091	0	0.900	0	0.905
CCNB1	NUP50	9606.ENSP00000256442	9606.ENSP00000345895	0	0	0	0	0.098	0	0.900	0.062	0.908
CCNB1	NUP160	9606.ENSP00000256442	9606.ENSP00000367721	0	0	0	0	0.135	0	0.900	0.068	0.912
CCNB1	CDCA3	9606.ENSP00000256442	9606.ENSP00000442068	0	0	0	0	0.846	0	0	0.460	0.913
CCNB1	NUP62	9606.ENSP00000256442	9606.ENSP00000471191	0	0	0	0	0.098	0.096	0.900	0.141	0.920
CCNB1	KIAA0101	9606.ENSP00000256442	9606.ENSP00000300035	0	0	0	0	0.892	0	0	0.308	0.922
CCNB1	MAPRE1	9606.ENSP00000256442	9606.ENSP00000364721	0	0	0	0	0.114	0.101	0.900	0.166	0.924
CCNB1	NUSAP1	9606.ENSP00000256442	9606.ENSP00000453403	0	0	0	0	0.884	0	0	0.504	0.940
CCNB1	CENPE	9606.ENSP00000256442	9606.ENSP00000265148	0	0	0	0	0.829	0.139	0	0.658	0.945
CCNB1	CDKN3	9606.ENSP00000256442	9606.ENSP00000335357	0	0	0	0	0.867	0.153	0	0.598	0.951
CCNB1	TTK	9606.ENSP00000256442	9606.ENSP00000358813	0	0	0	0	0.875	0.103	0	0.623	0.954
CCNB1	LMNA	9606.ENSP00000256442	9606.ENSP00000357283	0	0.015	0	0	0.145	0	0.900	0.525	0.955
