#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ALDH2	ADH1B	9606.ENSP00000261733	9606.ENSP00000306606	0.049	0	0	0	0.140	0	0.900	0.916	0.992
ALDH4A1	PYCR1	9606.ENSP00000364490	9606.ENSP00000384949	0	0	0	0	0.065	0	0.900	0.799	0.979
ANKRD1	HELZ2	9606.ENSP00000360762	9606.ENSP00000417401	0.046	0	0	0	0.052	0.178	0.900	0	0.915
ANLN	DLGAP5	9606.ENSP00000265748	9606.ENSP00000247191	0	0	0	0	0.908	0	0	0.446	0.947
ANLN	KIF11	9606.ENSP00000265748	9606.ENSP00000260731	0	0	0	0	0.943	0.070	0	0.493	0.970
ANLN	HMMR	9606.ENSP00000265748	9606.ENSP00000377492	0	0	0	0	0.843	0	0	0.408	0.903
ANLN	PBK	9606.ENSP00000265748	9606.ENSP00000428489	0	0	0	0	0.865	0.062	0	0.345	0.910
ANLN	TPX2	9606.ENSP00000265748	9606.ENSP00000300403	0	0	0	0	0.839	0	0	0.482	0.913
ANLN	KIF4A	9606.ENSP00000265748	9606.ENSP00000363524	0	0	0	0	0.796	0.070	0	0.614	0.920
ANLN	KIF14	9606.ENSP00000265748	9606.ENSP00000356319	0	0	0	0	0.760	0.292	0	0.581	0.922
ANLN	CENPF	9606.ENSP00000265748	9606.ENSP00000355922	0	0	0	0	0.805	0.270	0	0.512	0.924
ANLN	TOP2A	9606.ENSP00000265748	9606.ENSP00000411532	0	0	0	0	0.834	0.270	0	0.469	0.930
ANLN	CDK1	9606.ENSP00000265748	9606.ENSP00000378699	0	0	0	0	0.869	0	0	0.547	0.938
ANLN	ASPM	9606.ENSP00000265748	9606.ENSP00000356379	0	0	0	0	0.866	0.296	0	0.428	0.941
ANLN	KIF20A	9606.ENSP00000265748	9606.ENSP00000378356	0	0	0	0	0.855	0.351	0	0.647	0.964
ASPM	DLGAP5	9606.ENSP00000356379	9606.ENSP00000247191	0	0	0	0	0.982	0	0	0.558	0.992
ASPM	NCAPG	9606.ENSP00000356379	9606.ENSP00000251496	0	0	0	0	0.991	0	0	0.528	0.995
ASPM	CCNB1	9606.ENSP00000356379	9606.ENSP00000256442	0	0	0	0	0.952	0.057	0	0.473	0.974
ASPM	KIF11	9606.ENSP00000356379	9606.ENSP00000260731	0	0	0	0	0.989	0.243	0	0.654	0.996
ASPM	CENPE	9606.ENSP00000356379	9606.ENSP00000265148	0	0	0	0	0.985	0.243	0	0.546	0.994
ASPM	ANLN	9606.ENSP00000356379	9606.ENSP00000265748	0	0	0	0	0.866	0.296	0	0.428	0.941
ASPM	PLK4	9606.ENSP00000356379	9606.ENSP00000270861	0	0	0	0	0.821	0.394	0	0.389	0.928
ASPM	CCNA2	9606.ENSP00000356379	9606.ENSP00000274026	0	0	0	0	0.976	0.057	0	0.544	0.988
ASPM	CCNB2	9606.ENSP00000356379	9606.ENSP00000288207	0	0	0	0	0.909	0.057	0	0.518	0.955
ASPM	MELK	9606.ENSP00000356379	9606.ENSP00000298048	0	0	0	0	0.924	0.075	0	0.450	0.958
ASPM	KIAA0101	9606.ENSP00000356379	9606.ENSP00000300035	0	0	0	0	0.907	0	0	0.475	0.949
ASPM	TPX2	9606.ENSP00000356379	9606.ENSP00000300403	0	0	0	0	0.966	0	0	0.458	0.981
ASPM	BIRC5	9606.ENSP00000356379	9606.ENSP00000301633	0	0	0	0	0.893	0.058	0	0.473	0.942
ASPM	CDKN3	9606.ENSP00000356379	9606.ENSP00000335357	0	0	0	0	0.897	0.145	0	0.197	0.923
ASPM	SMC4	9606.ENSP00000356379	9606.ENSP00000349961	0	0	0	0	0.958	0.667	0	0.275	0.989
ASPM	RRM2	9606.ENSP00000356379	9606.ENSP00000353770	0	0	0	0	0.912	0.070	0	0.459	0.951
ASPM	CENPF	9606.ENSP00000356379	9606.ENSP00000355922	0	0	0	0	0.962	0	0	0.629	0.985
ASPM	KIF14	9606.ENSP00000356379	9606.ENSP00000356319	0	0	0	0	0.915	0.423	0	0.594	0.978
ASPM	PTTG1	9606.ENSP00000356379	9606.ENSP00000377536	0	0	0	0	0.844	0	0	0.389	0.900
ASPM	CKS2	9606.ENSP00000356379	9606.ENSP00000364976	0	0	0	0	0.917	0	0	0.143	0.926
ASPM	CDCA3	9606.ENSP00000356379	9606.ENSP00000442068	0	0	0	0	0.918	0	0	0.376	0.947
ASPM	PBK	9606.ENSP00000356379	9606.ENSP00000428489	0	0	0	0	0.925	0.075	0	0.422	0.956
ASPM	HMMR	9606.ENSP00000356379	9606.ENSP00000377492	0	0	0	0	0.931	0	0	0.415	0.958
ASPM	KIF20A	9606.ENSP00000356379	9606.ENSP00000378356	0	0	0	0	0.915	0.252	0	0.591	0.971
ASPM	KIF4A	9606.ENSP00000356379	9606.ENSP00000363524	0	0	0	0	0.951	0.243	0	0.554	0.982
ASPM	TOP2A	9606.ENSP00000356379	9606.ENSP00000411532	0	0	0	0	0.968	0	0	0.605	0.987
ASPM	NUSAP1	9606.ENSP00000356379	9606.ENSP00000453403	0	0	0	0	0.979	0	0	0.602	0.991
ASPM	TTK	9606.ENSP00000356379	9606.ENSP00000358813	0	0	0	0	0.986	0.060	0	0.503	0.993
ASPM	CDK1	9606.ENSP00000356379	9606.ENSP00000378699	0	0	0	0	0.991	0.057	0	0.437	0.994
ATG101	RB1CC1	9606.ENSP00000338990	9606.ENSP00000025008	0	0	0	0	0.062	0.696	0.800	0.995	0.999
BAX	CBFB	9606.ENSP00000293288	9606.ENSP00000415151	0	0	0	0	0	0	0.900	0.049	0.900
BAX	BID	9606.ENSP00000293288	9606.ENSP00000318822	0	0	0	0	0	0.901	0.900	0.857	0.998
BID	TNFSF10	9606.ENSP00000318822	9606.ENSP00000241261	0	0	0	0	0	0	0.900	0.507	0.948
BID	BAX	9606.ENSP00000318822	9606.ENSP00000293288	0	0	0	0	0	0.901	0.900	0.857	0.998
BIRC5	CCND1	9606.ENSP00000301633	9606.ENSP00000227507	0	0	0	0	0.085	0	0.900	0.591	0.959
BIRC5	NUP155	9606.ENSP00000301633	9606.ENSP00000231498	0	0	0	0	0.161	0	0.900	0.043	0.912
BIRC5	DLGAP5	9606.ENSP00000301633	9606.ENSP00000247191	0	0	0	0	0.913	0	0	0.504	0.955
BIRC5	NCAPG	9606.ENSP00000301633	9606.ENSP00000251496	0	0	0	0	0.892	0.102	0	0.402	0.937
BIRC5	CCNB1	9606.ENSP00000301633	9606.ENSP00000256442	0	0	0	0	0.887	0.153	0	0.683	0.967
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.951	0.078	0	0.533	0.977
BIRC5	CENPE	9606.ENSP00000301633	9606.ENSP00000265148	0	0	0	0	0.768	0.069	0	0.586	0.903
BIRC5	CCNA2	9606.ENSP00000301633	9606.ENSP00000274026	0	0	0	0	0.921	0.144	0	0.559	0.967
BIRC5	CCNB2	9606.ENSP00000301633	9606.ENSP00000288207	0	0	0	0	0.880	0.153	0	0.638	0.960
BIRC5	MELK	9606.ENSP00000301633	9606.ENSP00000298048	0	0	0	0	0.896	0.143	0	0.454	0.947
BIRC5	KIAA0101	9606.ENSP00000301633	9606.ENSP00000300035	0	0	0	0	0.893	0	0	0.345	0.927
BIRC5	TPX2	9606.ENSP00000301633	9606.ENSP00000300403	0	0	0	0	0.931	0	0	0.501	0.964
BIRC5	NUP88	9606.ENSP00000301633	9606.ENSP00000458954	0	0	0	0	0.069	0	0.900	0	0.902
BIRC5	KLHL13	9606.ENSP00000301633	9606.ENSP00000443191	0	0	0	0	0	0.070	0.900	0.050	0.903
BIRC5	CKS2	9606.ENSP00000301633	9606.ENSP00000364976	0	0	0	0	0.836	0	0	0.433	0.903
BIRC5	NUP153	9606.ENSP00000301633	9606.ENSP00000444029	0	0	0	0	0.053	0.077	0.900	0	0.904
BIRC5	NUP62	9606.ENSP00000301633	9606.ENSP00000471191	0	0	0	0	0.089	0	0.900	0.112	0.912
BIRC5	CENPF	9606.ENSP00000301633	9606.ENSP00000355922	0	0	0	0	0.809	0	0	0.602	0.920
BIRC5	CDCA3	9606.ENSP00000301633	9606.ENSP00000442068	0	0	0	0	0.895	0	0	0.456	0.940
BIRC5	ASPM	9606.ENSP00000301633	9606.ENSP00000356379	0	0	0	0	0.893	0.058	0	0.473	0.942
BIRC5	RRM2	9606.ENSP00000301633	9606.ENSP00000353770	0	0	0	0	0.887	0	0	0.557	0.947
BIRC5	PTTG1	9606.ENSP00000301633	9606.ENSP00000377536	0	0	0	0	0.906	0	0	0.519	0.952
BIRC5	NUSAP1	9606.ENSP00000301633	9606.ENSP00000453403	0	0	0	0	0.908	0	0	0.566	0.958
BIRC5	TTK	9606.ENSP00000301633	9606.ENSP00000358813	0	0	0	0	0.918	0	0	0.515	0.959
BIRC5	TOP2A	9606.ENSP00000301633	9606.ENSP00000411532	0	0	0	0	0.884	0	0	0.662	0.959
BIRC5	KIF4A	9606.ENSP00000301633	9606.ENSP00000363524	0	0	0	0	0.911	0.057	0	0.581	0.962
BIRC5	PBK	9606.ENSP00000301633	9606.ENSP00000428489	0	0	0	0	0.959	0.116	0	0.455	0.978
BIRC5	CDK1	9606.ENSP00000301633	9606.ENSP00000378699	0	0	0	0	0.963	0.462	0	0.600	0.991
BIRC5	KIF20A	9606.ENSP00000301633	9606.ENSP00000378356	0	0	0	0	0.880	0.057	0.900	0.449	0.992
BOP1	BYSL	9606.ENSP00000455106	9606.ENSP00000230340	0	0	0	0	0.887	0.103	0	0.328	0.926
BOP1	NOP58	9606.ENSP00000455106	9606.ENSP00000264279	0	0	0	0	0.881	0.956	0.900	0.517	0.999
BOP1	NOL6	9606.ENSP00000455106	9606.ENSP00000297990	0	0	0	0	0.882	0	0.900	0.111	0.988
BOP1	RRS1	9606.ENSP00000455106	9606.ENSP00000322396	0	0	0	0	0.888	0	0.540	0.575	0.976
BOP1	GNL3L	9606.ENSP00000455106	9606.ENSP00000338573	0	0	0	0	0.811	0.749	0	0.462	0.972
BOP1	DKC1	9606.ENSP00000455106	9606.ENSP00000358563	0	0	0	0	0.881	0.864	0	0.389	0.989
BOP1	NOP2	9606.ENSP00000455106	9606.ENSP00000371858	0	0	0	0	0.895	0.915	0	0.579	0.995
BOP1	NMD3	9606.ENSP00000455106	9606.ENSP00000419004	0	0	0	0	0.868	0	0	0.584	0.942
BYSL	BOP1	9606.ENSP00000230340	9606.ENSP00000455106	0	0	0	0	0.887	0.103	0	0.328	0.926
BYSL	NOP2	9606.ENSP00000230340	9606.ENSP00000371858	0	0	0	0	0.882	0.103	0	0.362	0.927
BYSL	RRS1	9606.ENSP00000230340	9606.ENSP00000322396	0	0	0	0	0.902	0	0	0.391	0.938
BYSL	NMD3	9606.ENSP00000230340	9606.ENSP00000419004	0	0	0	0	0.853	0.138	0	0.649	0.951
BYSL	NOL6	9606.ENSP00000230340	9606.ENSP00000297990	0	0	0	0	0.676	0.937	0	0.474	0.988
BYSL	NOP58	9606.ENSP00000230340	9606.ENSP00000264279	0	0	0	0	0.870	0.931	0	0.379	0.993
CA2	CDH1	9606.ENSP00000285379	9606.ENSP00000261769	0	0	0	0	0.062	0.058	0.900	0.194	0.919
CA2	SLC4A4	9606.ENSP00000285379	9606.ENSP00000393557	0	0	0	0	0.062	0.290	0	0.972	0.980
CBFB	CCNB1	9606.ENSP00000415151	9606.ENSP00000256442	0	0	0	0	0.091	0	0.900	0	0.905
CBFB	SMAD6	9606.ENSP00000415151	9606.ENSP00000288840	0	0	0	0	0	0	0.900	0.062	0.902
CBFB	BAX	9606.ENSP00000415151	9606.ENSP00000293288	0	0	0	0	0	0	0.900	0.049	0.900
CBFB	SPP1	9606.ENSP00000415151	9606.ENSP00000378517	0	0	0	0	0.062	0	0.900	0.124	0.910
CBFB	CDK1	9606.ENSP00000415151	9606.ENSP00000378699	0	0	0	0	0.090	0	0.900	0	0.905
CBFB	CDKN1A	9606.ENSP00000415151	9606.ENSP00000384849	0	0	0	0	0	0	0.900	0.206	0.917
CCL19	IL1B	9606.ENSP00000308815	9606.ENSP00000263341	0	0	0	0	0.065	0	0.900	0.560	0.955
CCL8	CXCL10	9606.ENSP00000378118	9606.ENSP00000305651	0	0	0	0	0.573	0.270	0	0.753	0.916
CCNA2	ORC2	9606.ENSP00000274026	9606.ENSP00000234296	0	0	0	0	0.144	0.577	0.900	0.495	0.979
CCNA2	DLGAP5	9606.ENSP00000274026	9606.ENSP00000247191	0	0	0	0	0.967	0	0	0.465	0.981
CCNA2	NCAPG	9606.ENSP00000274026	9606.ENSP00000251496	0	0	0	0	0.958	0	0	0.461	0.976
CCNA2	CCNB1	9606.ENSP00000274026	9606.ENSP00000256442	0	0	0	0.738	0.969	0.540	0.720	0.915	0.996
CCNA2	KIF11	9606.ENSP00000274026	9606.ENSP00000260731	0	0	0	0	0.976	0.139	0	0.526	0.989
CCNA2	CENPE	9606.ENSP00000274026	9606.ENSP00000265148	0	0	0	0	0.963	0.151	0	0.511	0.983
CCNA2	PLK4	9606.ENSP00000274026	9606.ENSP00000270861	0	0	0	0	0.829	0.082	0	0.441	0.904
CCNA2	SMC4	9606.ENSP00000274026	9606.ENSP00000349961	0	0	0	0	0.819	0.060	0	0.507	0.909
CCNA2	DKC1	9606.ENSP00000274026	9606.ENSP00000358563	0	0	0	0	0.139	0	0.900	0.083	0.914
CCNA2	CDCA3	9606.ENSP00000274026	9606.ENSP00000442068	0	0	0	0	0.881	0	0	0.442	0.930
CCNA2	MCM10	9606.ENSP00000274026	9606.ENSP00000418268	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	CENPF	9606.ENSP00000274026	9606.ENSP00000355922	0	0	0	0	0.909	0	0	0.499	0.952
CCNA2	KIF4A	9606.ENSP00000274026	9606.ENSP00000363524	0	0	0	0	0.921	0.139	0	0.382	0.954
CCNA2	TPX2	9606.ENSP00000274026	9606.ENSP00000300403	0	0	0	0	0.927	0	0	0.426	0.956
CCNA2	PTTG1	9606.ENSP00000274026	9606.ENSP00000377536	0	0	0	0	0.896	0	0	0.634	0.960
CCNA2	MELK	9606.ENSP00000274026	9606.ENSP00000298048	0	0	0	0	0.930	0.155	0	0.393	0.961
CCNA2	RRM2	9606.ENSP00000274026	9606.ENSP00000353770	0	0	0	0	0.930	0	0	0.522	0.965
CCNA2	BIRC5	9606.ENSP00000274026	9606.ENSP00000301633	0	0	0	0	0.921	0.144	0	0.559	0.967
CCNA2	KIAA0101	9606.ENSP00000274026	9606.ENSP00000300035	0	0	0	0	0.959	0	0	0.249	0.967
CCNA2	PBK	9606.ENSP00000274026	9606.ENSP00000428489	0	0	0	0	0.949	0.103	0	0.361	0.968
CCNA2	KIF20A	9606.ENSP00000274026	9606.ENSP00000378356	0	0	0	0	0.938	0.139	0	0.468	0.969
CCNA2	CDKN3	9606.ENSP00000274026	9606.ENSP00000335357	0	0	0	0	0.886	0.085	0	0.790	0.976
CCNA2	TOP2A	9606.ENSP00000274026	9606.ENSP00000411532	0	0	0	0	0.967	0.056	0	0.575	0.985
CCNA2	ASPM	9606.ENSP00000274026	9606.ENSP00000356379	0	0	0	0	0.976	0.057	0	0.544	0.988
CCNA2	TTK	9606.ENSP00000274026	9606.ENSP00000358813	0	0	0	0	0.979	0.067	0	0.485	0.989
CCNA2	CCNB2	9606.ENSP00000274026	9606.ENSP00000288207	0	0	0	0.743	0.968	0.181	0.540	0.837	0.989
CCNA2	NUSAP1	9606.ENSP00000274026	9606.ENSP00000453403	0	0	0	0	0.981	0	0	0.455	0.989
CCNA2	CKS2	9606.ENSP00000274026	9606.ENSP00000364976	0	0	0	0	0.834	0.903	0.540	0.554	0.996
CCNA2	CDK1	9606.ENSP00000274026	9606.ENSP00000378699	0	0.007	0	0	0.985	0.929	0.900	0.992	0.999
CCNA2	CDKN1A	9606.ENSP00000274026	9606.ENSP00000384849	0	0	0	0	0.061	0.921	0.800	0.972	0.999
CCNB1	CCND1	9606.ENSP00000256442	9606.ENSP00000227507	0	0	0	0.650	0.097	0.078	0.900	0.876	0.937
CCNB1	NUP155	9606.ENSP00000256442	9606.ENSP00000231498	0	0	0	0	0.232	0.066	0.900	0.106	0.927
CCNB1	DLGAP5	9606.ENSP00000256442	9606.ENSP00000247191	0	0	0	0	0.976	0	0	0.525	0.988
CCNB1	NCAPG	9606.ENSP00000256442	9606.ENSP00000251496	0	0	0	0	0.868	0	0.900	0.621	0.994
CCNB1	PRKAR2B	9606.ENSP00000256442	9606.ENSP00000265717	0	0	0	0	0	0.059	0.900	0.067	0.904
CCNB1	NUP88	9606.ENSP00000256442	9606.ENSP00000458954	0	0	0	0	0.087	0	0.900	0.049	0.905
CCNB1	CBFB	9606.ENSP00000256442	9606.ENSP00000415151	0	0	0	0	0.091	0	0.900	0	0.905
CCNB1	NUP160	9606.ENSP00000256442	9606.ENSP00000367721	0	0	0	0	0.135	0	0.900	0.068	0.912
CCNB1	CDCA3	9606.ENSP00000256442	9606.ENSP00000442068	0	0	0	0	0.846	0	0	0.460	0.913
CCNB1	NUP153	9606.ENSP00000256442	9606.ENSP00000444029	0	0	0	0	0.112	0.065	0.900	0.131	0.918
CCNB1	NUP62	9606.ENSP00000256442	9606.ENSP00000471191	0	0	0	0	0.098	0.096	0.900	0.141	0.920
CCNB1	KIAA0101	9606.ENSP00000256442	9606.ENSP00000300035	0	0	0	0	0.892	0	0	0.308	0.922
CCNB1	NUSAP1	9606.ENSP00000256442	9606.ENSP00000453403	0	0	0	0	0.884	0	0	0.504	0.940
CCNB1	CENPE	9606.ENSP00000256442	9606.ENSP00000265148	0	0	0	0	0.829	0.139	0	0.658	0.945
CCNB1	CDKN3	9606.ENSP00000256442	9606.ENSP00000335357	0	0	0	0	0.867	0.153	0	0.598	0.951
CCNB1	TTK	9606.ENSP00000256442	9606.ENSP00000358813	0	0	0	0	0.875	0.103	0	0.623	0.954
CCNB1	KIF4A	9606.ENSP00000256442	9606.ENSP00000363524	0	0	0	0	0.888	0.139	0	0.586	0.957
CCNB1	RRM2	9606.ENSP00000256442	9606.ENSP00000353770	0	0	0	0	0.902	0	0	0.593	0.958
CCNB1	MELK	9606.ENSP00000256442	9606.ENSP00000298048	0	0	0	0	0.921	0.183	0	0.471	0.963
CCNB1	BIRC5	9606.ENSP00000256442	9606.ENSP00000301633	0	0	0	0	0.887	0.153	0	0.683	0.967
CCNB1	TPX2	9606.ENSP00000256442	9606.ENSP00000300403	0	0	0	0	0.945	0	0	0.523	0.973
CCNB1	ASPM	9606.ENSP00000256442	9606.ENSP00000356379	0	0	0	0	0.952	0.057	0	0.473	0.974
CCNB1	PBK	9606.ENSP00000256442	9606.ENSP00000428489	0	0	0	0	0.936	0.263	0	0.494	0.974
CCNB1	SMC4	9606.ENSP00000256442	9606.ENSP00000349961	0	0	0	0	0.617	0.060	0.900	0.428	0.976
CCNB1	PTTG1	9606.ENSP00000256442	9606.ENSP00000377536	0	0	0	0	0.929	0	0	0.792	0.984
CCNB1	CENPF	9606.ENSP00000256442	9606.ENSP00000355922	0	0	0	0	0.849	0	0.720	0.661	0.984
CCNB1	KIF20A	9606.ENSP00000256442	9606.ENSP00000378356	0	0	0	0	0.964	0.139	0	0.611	0.986
CCNB1	KIF11	9606.ENSP00000256442	9606.ENSP00000260731	0	0	0	0	0.935	0.248	0	0.758	0.987
CCNB1	TOP2A	9606.ENSP00000256442	9606.ENSP00000411532	0	0	0	0	0.964	0.056	0	0.689	0.988
CCNB1	CCNA2	9606.ENSP00000256442	9606.ENSP00000274026	0	0	0	0.738	0.969	0.540	0.720	0.915	0.996
CCNB1	CCNB2	9606.ENSP00000256442	9606.ENSP00000288207	0	0	0	0.943	0.955	0.754	0.900	0.856	0.998
CCNB1	CDKN1A	9606.ENSP00000256442	9606.ENSP00000384849	0	0	0	0	0	0.898	0.900	0.908	0.998
CCNB1	CDK1	9606.ENSP00000256442	9606.ENSP00000378699	0	0	0	0	0.968	0.999	0.900	0.995	0.999
CCNB1	CKS2	9606.ENSP00000256442	9606.ENSP00000364976	0	0	0	0	0.880	0.988	0.540	0.703	0.999
CCNB1	PTCH1	9606.ENSP00000256442	9606.ENSP00000332353	0	0	0	0	0.062	0.687	0.900	0.990	0.999
CCNB2	NUP155	9606.ENSP00000288207	9606.ENSP00000231498	0	0	0	0	0.230	0.066	0.900	0.057	0.923
CCNB2	DLGAP5	9606.ENSP00000288207	9606.ENSP00000247191	0	0	0	0	0.976	0	0	0.493	0.987
CCNB2	NCAPG	9606.ENSP00000288207	9606.ENSP00000251496	0	0	0	0	0.936	0	0.900	0.517	0.996
CCNB2	CCNB1	9606.ENSP00000288207	9606.ENSP00000256442	0	0	0	0.943	0.955	0.754	0.900	0.856	0.998
CCNB2	KIF11	9606.ENSP00000288207	9606.ENSP00000260731	0	0	0	0	0.964	0.248	0	0.733	0.992
CCNB2	CENPE	9606.ENSP00000288207	9606.ENSP00000265148	0	0	0	0	0.871	0.139	0	0.580	0.949
CCNB2	PLK4	9606.ENSP00000288207	9606.ENSP00000270861	0	0	0	0	0.801	0.082	0	0.517	0.904
CCNB2	CCNA2	9606.ENSP00000288207	9606.ENSP00000274026	0	0	0	0.743	0.968	0.181	0.540	0.837	0.989
CCNB2	NUP88	9606.ENSP00000288207	9606.ENSP00000458954	0	0	0	0	0.086	0	0.900	0.048	0.905
CCNB2	NUP153	9606.ENSP00000288207	9606.ENSP00000444029	0	0	0	0	0.096	0.065	0.900	0.066	0.910
CCNB2	NUP160	9606.ENSP00000288207	9606.ENSP00000367721	0	0	0	0	0.117	0	0.900	0.063	0.910
CCNB2	NUP62	9606.ENSP00000288207	9606.ENSP00000471191	0	0	0	0	0.098	0.096	0.900	0.101	0.916
CCNB2	CDKN3	9606.ENSP00000288207	9606.ENSP00000335357	0	0	0	0	0.858	0.153	0	0.404	0.922
CCNB2	CDKN1A	9606.ENSP00000288207	9606.ENSP00000384849	0	0	0	0	0	0.743	0.540	0.436	0.927
CCNB2	KIAA0101	9606.ENSP00000288207	9606.ENSP00000300035	0	0	0	0	0.936	0	0	0.294	0.953
CCNB2	CDCA3	9606.ENSP00000288207	9606.ENSP00000442068	0	0	0	0	0.912	0	0	0.511	0.955
CCNB2	ASPM	9606.ENSP00000288207	9606.ENSP00000356379	0	0	0	0	0.909	0.057	0	0.518	0.955
CCNB2	CENPF	9606.ENSP00000288207	9606.ENSP00000355922	0	0	0	0	0.901	0	0	0.588	0.957
CCNB2	BIRC5	9606.ENSP00000288207	9606.ENSP00000301633	0	0	0	0	0.880	0.153	0	0.638	0.960
CCNB2	RRM2	9606.ENSP00000288207	9606.ENSP00000353770	0	0	0	0	0.909	0	0	0.587	0.961
CCNB2	MELK	9606.ENSP00000288207	9606.ENSP00000298048	0	0	0	0	0.918	0.183	0	0.523	0.965
CCNB2	TPX2	9606.ENSP00000288207	9606.ENSP00000300403	0	0	0	0	0.934	0	0	0.500	0.965
CCNB2	KIF4A	9606.ENSP00000288207	9606.ENSP00000363524	0	0	0	0	0.922	0.139	0	0.534	0.966
CCNB2	PBK	9606.ENSP00000288207	9606.ENSP00000428489	0	0	0	0	0.950	0.103	0	0.391	0.970
CCNB2	PTTG1	9606.ENSP00000288207	9606.ENSP00000377536	0	0	0	0	0.934	0	0	0.631	0.974
CCNB2	SMC4	9606.ENSP00000288207	9606.ENSP00000349961	0	0	0	0	0.607	0.060	0.900	0.438	0.976
