#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACAT1	ALDH6A1	9606.ENSP00000265838	9606.ENSP00000450436	0	0	0	0	0.266	0	0.900	0.153	0.932
ACAT1	AACS	9606.ENSP00000265838	9606.ENSP00000324842	0.054	0	0	0	0.109	0	0.900	0.477	0.950
ACAT1	ACADSB	9606.ENSP00000265838	9606.ENSP00000357873	0.055	0	0	0	0.448	0.102	0.900	0.454	0.969
ACLY	PCK1	9606.ENSP00000253792	9606.ENSP00000319814	0	0	0	0	0.063	0	0.900	0.527	0.951
ACLY	ACACB	9606.ENSP00000253792	9606.ENSP00000341044	0	0	0	0	0.646	0	0.800	0.726	0.978
ACLY	FASN	9606.ENSP00000253792	9606.ENSP00000304592	0	0	0	0	0.793	0.158	0.800	0.920	0.996
ACSL1	ACADL	9606.ENSP00000422607	9606.ENSP00000233710	0.051	0	0	0	0.138	0.137	0.900	0.663	0.971
ACSL1	FASN	9606.ENSP00000422607	9606.ENSP00000304592	0	0	0	0	0.062	0.068	0.900	0.691	0.969
ACSL4	ACADL	9606.ENSP00000339787	9606.ENSP00000233710	0.051	0	0	0	0.138	0.137	0.900	0.366	0.947
ACSL4	FASN	9606.ENSP00000339787	9606.ENSP00000304592	0	0	0	0	0.062	0	0.900	0.495	0.948
ADH1A	ALDH2	9606.ENSP00000209668	9606.ENSP00000261733	0.049	0	0	0	0.135	0	0.650	0.734	0.913
ADH1A	CYP26A1	9606.ENSP00000209668	9606.ENSP00000224356	0.044	0	0	0	0.062	0	0.900	0.362	0.935
ADH1A	AOX1	9606.ENSP00000209668	9606.ENSP00000363832	0	0	0	0	0.098	0	0.900	0.390	0.940
ADH1A	ADH1B	9606.ENSP00000209668	9606.ENSP00000306606	0	0	0.449	0.985	0.828	0	0.800	0.892	0.964
ADH1B	ADH1A	9606.ENSP00000306606	9606.ENSP00000209668	0	0	0.449	0.985	0.828	0	0.800	0.892	0.964
ADH1B	CYP26A1	9606.ENSP00000306606	9606.ENSP00000224356	0.044	0	0	0	0.062	0	0.900	0.197	0.918
ADH1B	ALDH2	9606.ENSP00000306606	9606.ENSP00000261733	0.049	0	0	0	0.140	0	0.900	0.916	0.992
ADH1B	AOX1	9606.ENSP00000306606	9606.ENSP00000363832	0	0	0	0	0.109	0	0.900	0.371	0.939
ADH1B	ADH1C	9606.ENSP00000306606	9606.ENSP00000426083	0	0	0.449	0.986	0.179	0.660	0.800	0.912	0.940
ADH1B	MAOA	9606.ENSP00000306606	9606.ENSP00000340684	0	0	0	0	0.104	0	0.900	0.409	0.942
ADH1C	CYP26A1	9606.ENSP00000426083	9606.ENSP00000224356	0.044	0	0	0	0.062	0	0.900	0.277	0.926
ADH1C	ALDH2	9606.ENSP00000426083	9606.ENSP00000261733	0.049	0	0	0	0.087	0	0.650	0.853	0.949
ADH1C	ADH1B	9606.ENSP00000426083	9606.ENSP00000306606	0	0	0.449	0.986	0.179	0.660	0.800	0.912	0.940
ADH1C	AOX1	9606.ENSP00000426083	9606.ENSP00000363832	0	0	0	0	0.064	0	0.900	0.286	0.927
ADK	PDE7B	9606.ENSP00000286621	9606.ENSP00000310661	0	0	0	0	0	0	0.900	0.146	0.911
ADRBK2	CXCR4	9606.ENSP00000317578	9606.ENSP00000386884	0	0	0	0	0	0.353	0.600	0.651	0.901
ADSSL1	ASS1	9606.ENSP00000333019	9606.ENSP00000361471	0.205	0	0	0	0.186	0	0.900	0.436	0.958
AGPAT9	GPAM	9606.ENSP00000482571	9606.ENSP00000265276	0.056	0	0	0	0.062	0	0.800	0.862	0.972
AGXT2	CTH	9606.ENSP00000231420	9606.ENSP00000359976	0	0	0	0	0.077	0	0.900	0.195	0.919
AGXT2	ALDH6A1	9606.ENSP00000231420	9606.ENSP00000450436	0	0.037	0	0	0.069	0	0.900	0.290	0.928
AGXT2	AOX1	9606.ENSP00000231420	9606.ENSP00000363832	0	0	0	0	0.065	0	0.900	0.304	0.929
AGXT2	EHHADH	9606.ENSP00000231420	9606.ENSP00000231887	0	0	0	0	0.081	0.101	0.900	0.258	0.930
AGXT2	GPT2	9606.ENSP00000231420	9606.ENSP00000345282	0	0	0	0	0.062	0.726	0.800	0.217	0.954
AGXT2	ALDH2	9606.ENSP00000231420	9606.ENSP00000261733	0.053	0.002	0	0	0.110	0.562	0.900	0.178	0.964
AGXT2	GLDC	9606.ENSP00000231420	9606.ENSP00000370737	0.078	0	0	0	0.082	0	0.900	0.653	0.966
AGXT2	ABAT	9606.ENSP00000231420	9606.ENSP00000379845	0	0	0	0.582	0.085	0.788	0.900	0.625	0.984
AJUBA	CDH1	9606.ENSP00000262713	9606.ENSP00000261769	0	0	0	0	0.062	0.289	0.900	0.264	0.944
ALDH1L1	MTHFD1	9606.ENSP00000273450	9606.ENSP00000216605	0	0	0	0	0.065	0	0.900	0.597	0.959
ALDH2	ADH1A	9606.ENSP00000261733	9606.ENSP00000209668	0.049	0	0	0	0.135	0	0.650	0.734	0.913
ALDH2	AGXT2	9606.ENSP00000261733	9606.ENSP00000231420	0.053	0.002	0	0	0.110	0.562	0.900	0.178	0.964
ALDH2	EHHADH	9606.ENSP00000261733	9606.ENSP00000231887	0.042	0	0	0	0.064	0.070	0.900	0.304	0.931
ALDH2	ADH1C	9606.ENSP00000261733	9606.ENSP00000426083	0.049	0	0	0	0.087	0	0.650	0.853	0.949
ALDH2	MAOA	9606.ENSP00000261733	9606.ENSP00000340684	0	0	0	0	0.064	0	0.900	0.623	0.961
ALDH2	ALDH6A1	9606.ENSP00000261733	9606.ENSP00000450436	0	0	0.344	0.741	0.188	0.428	0.900	0.680	0.961
ALDH2	ABAT	9606.ENSP00000261733	9606.ENSP00000379845	0.053	0	0	0	0.110	0.562	0.900	0.235	0.966
ALDH2	ADH1B	9606.ENSP00000261733	9606.ENSP00000306606	0.049	0	0	0	0.140	0	0.900	0.916	0.992
ALDH6A1	AGXT2	9606.ENSP00000450436	9606.ENSP00000231420	0	0.037	0	0	0.069	0	0.900	0.290	0.928
ALDH6A1	EHHADH	9606.ENSP00000450436	9606.ENSP00000231887	0	0	0	0	0.125	0.140	0.900	0.377	0.946
ALDH6A1	ALDH2	9606.ENSP00000450436	9606.ENSP00000261733	0	0	0.344	0.741	0.188	0.428	0.900	0.680	0.961
ALDH6A1	ACAT1	9606.ENSP00000450436	9606.ENSP00000265838	0	0	0	0	0.266	0	0.900	0.153	0.932
ALDH6A1	ACACB	9606.ENSP00000450436	9606.ENSP00000341044	0	0	0	0	0.087	0	0.900	0.308	0.931
ALDH6A1	DBT	9606.ENSP00000450436	9606.ENSP00000359151	0	0	0	0	0.144	0	0.900	0.537	0.956
ALDH6A1	AOX1	9606.ENSP00000450436	9606.ENSP00000363832	0	0	0	0	0.089	0	0.900	0.211	0.921
ALDH6A1	ABAT	9606.ENSP00000450436	9606.ENSP00000379845	0	0	0	0	0.185	0	0.900	0.578	0.962
ALDOB	PFKP	9606.ENSP00000363988	9606.ENSP00000370517	0	0	0	0	0.183	0	0.900	0.664	0.970
ALDOB	FBP1	9606.ENSP00000363988	9606.ENSP00000408025	0	0	0	0	0.182	0.181	0.900	0.679	0.975
ALOX5	COTL1	9606.ENSP00000363512	9606.ENSP00000262428	0	0	0	0	0	0.874	0	0.965	0.995
ALOX5	CYP2B6	9606.ENSP00000363512	9606.ENSP00000324648	0	0	0	0	0	0	0.900	0.149	0.911
ALOX5	PLA2G4A	9606.ENSP00000363512	9606.ENSP00000356436	0	0	0	0	0.062	0	0.650	0.799	0.928
ALOX5	PTGS2	9606.ENSP00000363512	9606.ENSP00000356438	0	0	0	0	0.081	0	0.900	0.828	0.982
ALOX5	CYP2C19	9606.ENSP00000363512	9606.ENSP00000360372	0	0	0	0	0	0	0.900	0.248	0.921
ALOX5	GPX2	9606.ENSP00000363512	9606.ENSP00000374265	0	0	0	0	0	0	0.900	0.200	0.916
ALOX5	GPX3	9606.ENSP00000363512	9606.ENSP00000373477	0	0	0	0	0.062	0	0.900	0.262	0.924
ANGPTL3	LPL	9606.ENSP00000360170	9606.ENSP00000309757	0	0	0	0	0	0.297	0.900	0.803	0.984
ANK2	NRCAM	9606.ENSP00000349588	9606.ENSP00000368314	0	0	0	0	0.171	0.386	0.600	0.745	0.941
ANLN	DLGAP5	9606.ENSP00000265748	9606.ENSP00000247191	0	0	0	0	0.908	0	0	0.446	0.947
ANLN	KIF11	9606.ENSP00000265748	9606.ENSP00000260731	0	0	0	0	0.943	0.070	0	0.493	0.970
ANLN	HMMR	9606.ENSP00000265748	9606.ENSP00000377492	0	0	0	0	0.843	0	0	0.408	0.903
ANLN	PBK	9606.ENSP00000265748	9606.ENSP00000428489	0	0	0	0	0.865	0.062	0	0.345	0.910
ANLN	TPX2	9606.ENSP00000265748	9606.ENSP00000300403	0	0	0	0	0.839	0	0	0.482	0.913
ANLN	KIF4A	9606.ENSP00000265748	9606.ENSP00000363524	0	0	0	0	0.796	0.070	0	0.614	0.920
ANLN	KIF14	9606.ENSP00000265748	9606.ENSP00000356319	0	0	0	0	0.760	0.292	0	0.581	0.922
ANLN	CENPF	9606.ENSP00000265748	9606.ENSP00000355922	0	0	0	0	0.805	0.270	0	0.512	0.924
ANLN	TOP2A	9606.ENSP00000265748	9606.ENSP00000411532	0	0	0	0	0.834	0.270	0	0.469	0.930
ANLN	CDK1	9606.ENSP00000265748	9606.ENSP00000378699	0	0	0	0	0.869	0	0	0.547	0.938
ANLN	ASPM	9606.ENSP00000265748	9606.ENSP00000356379	0	0	0	0	0.866	0.296	0	0.428	0.941
ANLN	KIF20A	9606.ENSP00000265748	9606.ENSP00000378356	0	0	0	0	0.855	0.351	0	0.647	0.964
AOX1	ADH1A	9606.ENSP00000363832	9606.ENSP00000209668	0	0	0	0	0.098	0	0.900	0.390	0.940
AOX1	CYP3A5	9606.ENSP00000363832	9606.ENSP00000222982	0	0	0	0	0.086	0	0.900	0.227	0.923
AOX1	CYP26A1	9606.ENSP00000363832	9606.ENSP00000224356	0	0	0	0	0.049	0	0.900	0.162	0.913
AOX1	AGXT2	9606.ENSP00000363832	9606.ENSP00000231420	0	0	0	0	0.065	0	0.900	0.304	0.929
AOX1	EHHADH	9606.ENSP00000363832	9606.ENSP00000231887	0	0	0	0	0.062	0	0.900	0.175	0.915
AOX1	ADH1B	9606.ENSP00000363832	9606.ENSP00000306606	0	0	0	0	0.109	0	0.900	0.371	0.939
AOX1	CYP2B6	9606.ENSP00000363832	9606.ENSP00000324648	0	0	0	0	0.065	0	0.900	0.362	0.935
AOX1	MAOA	9606.ENSP00000363832	9606.ENSP00000340684	0	0	0	0	0.096	0	0.900	0.336	0.934
AOX1	ABAT	9606.ENSP00000363832	9606.ENSP00000379845	0	0	0	0	0.063	0	0.900	0.107	0.909
AOX1	ALDH6A1	9606.ENSP00000363832	9606.ENSP00000450436	0	0	0	0	0.089	0	0.900	0.211	0.921
AOX1	RDH16	9606.ENSP00000363832	9606.ENSP00000381206	0	0	0	0	0.062	0	0.900	0.230	0.921
AOX1	ADH1C	9606.ENSP00000363832	9606.ENSP00000426083	0	0	0	0	0.064	0	0.900	0.286	0.927
AOX1	NNMT	9606.ENSP00000363832	9606.ENSP00000441434	0	0	0	0	0.175	0	0.900	0.494	0.954
APOB	LRP12	9606.ENSP00000233242	9606.ENSP00000276654	0	0	0	0	0.062	0.076	0.900	0.080	0.909
APOB	APOF	9606.ENSP00000233242	9606.ENSP00000381250	0	0	0	0	0.084	0	0.900	0.507	0.950
APOB	SORT1	9606.ENSP00000233242	9606.ENSP00000256637	0	0	0	0	0	0	0.800	0.959	0.991
APOB	LPL	9606.ENSP00000233242	9606.ENSP00000309757	0	0	0	0	0	0	0.900	0.931	0.992
APOB	LDLR	9606.ENSP00000233242	9606.ENSP00000454071	0	0	0	0	0.062	0.696	0.800	0.989	0.999
APOF	APOB	9606.ENSP00000381250	9606.ENSP00000233242	0	0	0	0	0.084	0	0.900	0.507	0.950
AR	JUN	9606.ENSP00000363822	9606.ENSP00000360266	0	0	0	0	0	0.499	0	0.928	0.962
AR	FOXO1	9606.ENSP00000363822	9606.ENSP00000368880	0	0	0	0	0	0.497	0	0.965	0.981
ASAP2	KDELR3	9606.ENSP00000281419	9606.ENSP00000386918	0	0	0	0	0.072	0	0.900	0.081	0.907
ASPH	JUN	9606.ENSP00000368767	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.101	0.906
ASPM	DLGAP5	9606.ENSP00000356379	9606.ENSP00000247191	0	0	0	0	0.982	0	0	0.558	0.992
ASPM	NCAPG	9606.ENSP00000356379	9606.ENSP00000251496	0	0	0	0	0.991	0	0	0.528	0.995
ASPM	CCNB1	9606.ENSP00000356379	9606.ENSP00000256442	0	0	0	0	0.952	0.057	0	0.473	0.974
ASPM	KIF11	9606.ENSP00000356379	9606.ENSP00000260731	0	0	0	0	0.989	0.243	0	0.654	0.996
ASPM	NDC80	9606.ENSP00000356379	9606.ENSP00000261597	0	0	0	0	0.980	0	0	0.194	0.983
ASPM	CENPE	9606.ENSP00000356379	9606.ENSP00000265148	0	0	0	0	0.985	0.243	0	0.546	0.994
ASPM	ANLN	9606.ENSP00000356379	9606.ENSP00000265748	0	0	0	0	0.866	0.296	0	0.428	0.941
ASPM	NUF2	9606.ENSP00000356379	9606.ENSP00000271452	0	0	0	0	0.894	0	0	0.455	0.940
ASPM	CCNA2	9606.ENSP00000356379	9606.ENSP00000274026	0	0	0	0	0.976	0.057	0	0.544	0.988
ASPM	CCNB2	9606.ENSP00000356379	9606.ENSP00000288207	0	0	0	0	0.909	0.057	0	0.518	0.955
ASPM	MELK	9606.ENSP00000356379	9606.ENSP00000298048	0	0	0	0	0.924	0.075	0	0.450	0.958
ASPM	KIAA0101	9606.ENSP00000356379	9606.ENSP00000300035	0	0	0	0	0.907	0	0	0.475	0.949
ASPM	TPX2	9606.ENSP00000356379	9606.ENSP00000300403	0	0	0	0	0.966	0	0	0.458	0.981
ASPM	BIRC5	9606.ENSP00000356379	9606.ENSP00000301633	0	0	0	0	0.893	0.058	0	0.473	0.942
ASPM	CDKN3	9606.ENSP00000356379	9606.ENSP00000335357	0	0	0	0	0.897	0.145	0	0.197	0.923
ASPM	CASC5	9606.ENSP00000356379	9606.ENSP00000335463	0	0	0	0	0.915	0	0	0.798	0.982
ASPM	SMC4	9606.ENSP00000356379	9606.ENSP00000349961	0	0	0	0	0.958	0.667	0	0.275	0.989
ASPM	RRM2	9606.ENSP00000356379	9606.ENSP00000353770	0	0	0	0	0.912	0.070	0	0.459	0.951
ASPM	CENPF	9606.ENSP00000356379	9606.ENSP00000355922	0	0	0	0	0.962	0	0	0.629	0.985
ASPM	KIF14	9606.ENSP00000356379	9606.ENSP00000356319	0	0	0	0	0.915	0.423	0	0.594	0.978
ASPM	PTTG1	9606.ENSP00000356379	9606.ENSP00000377536	0	0	0	0	0.844	0	0	0.389	0.900
ASPM	DEPDC1	9606.ENSP00000356379	9606.ENSP00000412292	0	0	0	0	0.900	0	0	0.267	0.924
ASPM	CKS2	9606.ENSP00000356379	9606.ENSP00000364976	0	0	0	0	0.917	0	0	0.143	0.926
ASPM	CDCA3	9606.ENSP00000356379	9606.ENSP00000442068	0	0	0	0	0.918	0	0	0.376	0.947
ASPM	PBK	9606.ENSP00000356379	9606.ENSP00000428489	0	0	0	0	0.925	0.075	0	0.422	0.956
ASPM	HMMR	9606.ENSP00000356379	9606.ENSP00000377492	0	0	0	0	0.931	0	0	0.415	0.958
ASPM	KIF20A	9606.ENSP00000356379	9606.ENSP00000378356	0	0	0	0	0.915	0.252	0	0.591	0.971
ASPM	KIF4A	9606.ENSP00000356379	9606.ENSP00000363524	0	0	0	0	0.951	0.243	0	0.554	0.982
ASPM	TOP2A	9606.ENSP00000356379	9606.ENSP00000411532	0	0	0	0	0.968	0	0	0.605	0.987
ASPM	NUSAP1	9606.ENSP00000356379	9606.ENSP00000453403	0	0	0	0	0.979	0	0	0.602	0.991
ASPM	TTK	9606.ENSP00000356379	9606.ENSP00000358813	0	0	0	0	0.986	0.060	0	0.503	0.993
ASPM	CDK1	9606.ENSP00000356379	9606.ENSP00000378699	0	0	0	0	0.991	0.057	0	0.437	0.994
ASS1	ADSSL1	9606.ENSP00000361471	9606.ENSP00000333019	0.205	0	0	0	0.186	0	0.900	0.436	0.958
ASS1	CPS1	9606.ENSP00000361471	9606.ENSP00000402608	0.185	0.627	0	0	0.525	0.247	0.800	0.837	0.995
ATF3	BTG2	9606.ENSP00000344352	9606.ENSP00000290551	0	0	0	0	0.825	0	0	0.528	0.914
ATF3	JUNB	9606.ENSP00000344352	9606.ENSP00000303315	0	0	0	0	0.454	0.749	0	0.682	0.952
ATF3	FOS	9606.ENSP00000344352	9606.ENSP00000306245	0	0	0	0.764	0.854	0.271	0	0.803	0.910
ATF3	JUN	9606.ENSP00000344352	9606.ENSP00000360266	0	0	0	0	0.861	0.923	0.900	0.994	0.999
ATF5	PTP4A1	9606.ENSP00000396954	9606.ENSP00000359685	0	0	0	0	0.064	0	0.900	0.609	0.960
BCKDHB	SDSL	9606.ENSP00000318351	9606.ENSP00000385790	0	0	0	0	0.066	0	0.900	0.080	0.906
BCKDHB	ACADSB	9606.ENSP00000318351	9606.ENSP00000357873	0	0	0	0	0.083	0.058	0.900	0.433	0.944
BCKDHB	PPM1K	9606.ENSP00000318351	9606.ENSP00000477341	0	0	0	0	0.062	0.886	0.900	0.526	0.994
BCKDHB	DBT	9606.ENSP00000318351	9606.ENSP00000359151	0.111	0	0.404	0	0.753	0.521	0.900	0.708	0.997
BHMT	DMGDH	9606.ENSP00000274353	9606.ENSP00000255189	0.053	0	0	0	0.178	0	0.900	0.804	0.982
BHMT	TAT	9606.ENSP00000274353	9606.ENSP00000348234	0	0	0	0	0.103	0	0.900	0.147	0.916
BHMT	CTH	9606.ENSP00000274353	9606.ENSP00000359976	0.184	0	0	0	0.080	0	0.800	0.781	0.962
BIRC5	NUP155	9606.ENSP00000301633	9606.ENSP00000231498	0	0	0	0	0.161	0	0.900	0.043	0.912
BIRC5	DLGAP5	9606.ENSP00000301633	9606.ENSP00000247191	0	0	0	0	0.913	0	0	0.504	0.955
BIRC5	NCAPG	9606.ENSP00000301633	9606.ENSP00000251496	0	0	0	0	0.892	0.102	0	0.402	0.937
BIRC5	CCNB1	9606.ENSP00000301633	9606.ENSP00000256442	0	0	0	0	0.887	0.153	0	0.683	0.967
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.951	0.078	0	0.533	0.977
BIRC5	RORA	9606.ENSP00000301633	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.070	0.903
BIRC5	NDC80	9606.ENSP00000301633	9606.ENSP00000261597	0	0	0	0	0.934	0	0	0.474	0.964
BIRC5	CENPE	9606.ENSP00000301633	9606.ENSP00000265148	0	0	0	0	0.768	0.069	0	0.586	0.903
BIRC5	NUF2	9606.ENSP00000301633	9606.ENSP00000271452	0	0	0	0	0.839	0	0	0.494	0.915
BIRC5	CCNA2	9606.ENSP00000301633	9606.ENSP00000274026	0	0	0	0	0.921	0.144	0	0.559	0.967
BIRC5	CCNB2	9606.ENSP00000301633	9606.ENSP00000288207	0	0	0	0	0.880	0.153	0	0.638	0.960
BIRC5	MELK	9606.ENSP00000301633	9606.ENSP00000298048	0	0	0	0	0.896	0.143	0	0.454	0.947
BIRC5	KIAA0101	9606.ENSP00000301633	9606.ENSP00000300035	0	0	0	0	0.893	0	0	0.345	0.927
BIRC5	TPX2	9606.ENSP00000301633	9606.ENSP00000300403	0	0	0	0	0.931	0	0	0.501	0.964
BIRC5	JUNB	9606.ENSP00000301633	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.055	0.901
BIRC5	KLHL13	9606.ENSP00000301633	9606.ENSP00000443191	0	0	0	0	0	0.070	0.900	0.050	0.903
BIRC5	CKS2	9606.ENSP00000301633	9606.ENSP00000364976	0	0	0	0	0.836	0	0	0.433	0.903
BIRC5	NUP62	9606.ENSP00000301633	9606.ENSP00000471191	0	0	0	0	0.089	0	0.900	0.112	0.912
BIRC5	CENPF	9606.ENSP00000301633	9606.ENSP00000355922	0	0	0	0	0.809	0	0	0.602	0.920
BIRC5	FOXO1	9606.ENSP00000301633	9606.ENSP00000368880	0	0	0	0	0	0.059	0.900	0.254	0.923
BIRC5	FOS	9606.ENSP00000301633	9606.ENSP00000306245	0	0	0	0	0	0.062	0.900	0.321	0.930
BIRC5	CDCA3	9606.ENSP00000301633	9606.ENSP00000442068	0	0	0	0	0.895	0	0	0.456	0.940
BIRC5	ASPM	9606.ENSP00000301633	9606.ENSP00000356379	0	0	0	0	0.893	0.058	0	0.473	0.942
BIRC5	RRM2	9606.ENSP00000301633	9606.ENSP00000353770	0	0	0	0	0.887	0	0	0.557	0.947
BIRC5	PTTG1	9606.ENSP00000301633	9606.ENSP00000377536	0	0	0	0	0.906	0	0	0.519	0.952
BIRC5	NUSAP1	9606.ENSP00000301633	9606.ENSP00000453403	0	0	0	0	0.908	0	0	0.566	0.958
BIRC5	TTK	9606.ENSP00000301633	9606.ENSP00000358813	0	0	0	0	0.918	0	0	0.515	0.959
BIRC5	TOP2A	9606.ENSP00000301633	9606.ENSP00000411532	0	0	0	0	0.884	0	0	0.662	0.959
BIRC5	KIF4A	9606.ENSP00000301633	9606.ENSP00000363524	0	0	0	0	0.911	0.057	0	0.581	0.962
BIRC5	PBK	9606.ENSP00000301633	9606.ENSP00000428489	0	0	0	0	0.959	0.116	0	0.455	0.978
BIRC5	CDK1	9606.ENSP00000301633	9606.ENSP00000378699	0	0	0	0	0.963	0.462	0	0.600	0.991
BIRC5	KIF20A	9606.ENSP00000301633	9606.ENSP00000378356	0	0	0	0	0.880	0.057	0.900	0.449	0.992
BTG2	ATF3	9606.ENSP00000290551	9606.ENSP00000344352	0	0	0	0	0.825	0	0	0.528	0.914
BTG2	FOS	9606.ENSP00000290551	9606.ENSP00000306245	0	0	0	0	0.850	0	0	0.470	0.917
C1QB	TYROBP	9606.ENSP00000313967	9606.ENSP00000262629	0	0	0	0	0.826	0	0	0.455	0.901
C5	C6	9606.ENSP00000223642	9606.ENSP00000263413	0	0	0	0	0.112	0.973	0.900	0.461	0.998
C6	C5	9606.ENSP00000263413	9606.ENSP00000223642	0	0	0	0	0.112	0.973	0.900	0.461	0.998
CA2	CDH1	9606.ENSP00000285379	9606.ENSP00000261769	0	0	0	0	0.062	0.058	0.900	0.194	0.919
CA2	SLC4A4	9606.ENSP00000285379	9606.ENSP00000393557	0	0	0	0	0.062	0.290	0	0.972	0.980
CAB39L	PRKAB2	9606.ENSP00000479669	9606.ENSP00000254101	0	0	0	0	0.056	0	0.900	0.251	0.923
CASC5	NDC80	9606.ENSP00000335463	9606.ENSP00000261597	0	0	0	0	0.841	0.869	0.600	0.882	0.998
CASC5	CENPE	9606.ENSP00000335463	9606.ENSP00000265148	0	0	0	0	0.784	0	0	0.802	0.955
CASC5	NUF2	9606.ENSP00000335463	9606.ENSP00000271452	0	0	0	0	0.604	0.637	0.600	0.827	0.988
CASC5	SPC25	9606.ENSP00000335463	9606.ENSP00000282074	0	0	0	0	0.215	0.870	0.600	0.241	0.964
CASC5	TTK	9606.ENSP00000335463	9606.ENSP00000358813	0	0	0	0	0.691	0.270	0	0.625	0.908
CASC5	ASPM	9606.ENSP00000335463	9606.ENSP00000356379	0	0	0	0	0.915	0	0	0.798	0.982
CASC5	DSN1	9606.ENSP00000335463	9606.ENSP00000389810	0	0	0	0	0.129	0.884	0.600	0.945	0.997
CASC5	ZWINT	9606.ENSP00000335463	9606.ENSP00000363055	0	0	0	0	0.284	0.897	0	0.988	0.999
CASP4	IL1B	9606.ENSP00000388566	9606.ENSP00000263341	0	0	0	0	0.157	0.228	0.800	0.703	0.956
CBR4	FASN	9606.ENSP00000303525	9606.ENSP00000304592	0.050	0	0	0	0	0.065	0.900	0.149	0.914
CCL19	IL1B	9606.ENSP00000308815	9606.ENSP00000263341	0	0	0	0	0.065	0	0.900	0.560	0.955
CCNA2	CDC6	9606.ENSP00000274026	9606.ENSP00000209728	0	0	0	0	0.916	0.945	0.900	0.831	0.999
CCNA2	DLGAP5	9606.ENSP00000274026	9606.ENSP00000247191	0	0	0	0	0.967	0	0	0.465	0.981
