#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AGPAT9	AGPAT2	9606.ENSP00000482571	9606.ENSP00000360761	0	0	0	0	0.063	0	0.900	0.816	0.981
AGRN	HS3ST1	9606.ENSP00000368678	9606.ENSP00000002596	0	0	0	0	0.051	0	0.900	0.382	0.936
AGRN	LAMA5	9606.ENSP00000368678	9606.ENSP00000252999	0	0	0	0.539	0.183	0.110	0.900	0.523	0.939
AGRN	LAMC2	9606.ENSP00000368678	9606.ENSP00000264144	0	0	0	0.542	0	0.110	0.900	0.123	0.910
AGRN	LAMA3	9606.ENSP00000368678	9606.ENSP00000324532	0	0	0	0.539	0.085	0.110	0.900	0.258	0.920
AGRN	DMD	9606.ENSP00000368678	9606.ENSP00000354923	0	0	0	0	0.062	0.281	0.900	0.901	0.992
AGRN	LAMA2	9606.ENSP00000368678	9606.ENSP00000400365	0	0	0	0.539	0.062	0.110	0.900	0.659	0.936
AGXT2	ALAS2	9606.ENSP00000231420	9606.ENSP00000332369	0	0	0	0	0.063	0	0.900	0.138	0.912
AGXT2	CTH	9606.ENSP00000231420	9606.ENSP00000359976	0	0	0	0	0.077	0	0.900	0.195	0.919
AGXT2	ALDH6A1	9606.ENSP00000231420	9606.ENSP00000450436	0	0.037	0	0	0.069	0	0.900	0.290	0.928
AGXT2	AOX1	9606.ENSP00000231420	9606.ENSP00000363832	0	0	0	0	0.065	0	0.900	0.304	0.929
AGXT2	GPT2	9606.ENSP00000231420	9606.ENSP00000345282	0	0	0	0	0.062	0.726	0.800	0.217	0.954
AGXT2	HIBADH	9606.ENSP00000231420	9606.ENSP00000265395	0	0	0	0	0.062	0	0.900	0.557	0.954
AHR	AR	9606.ENSP00000242057	9606.ENSP00000363822	0	0	0	0	0	0.470	0	0.833	0.908
AHR	CYP1B1	9606.ENSP00000242057	9606.ENSP00000478561	0	0	0	0	0.096	0.273	0	0.893	0.924
AKT1S1	AKT3	9606.ENSP00000375711	9606.ENSP00000263826	0	0	0	0	0.062	0.182	0.900	0.619	0.966
AKT1S1	PML	9606.ENSP00000375711	9606.ENSP00000268058	0	0	0	0	0	0	0.900	0	0.900
AKT3	PIK3R3	9606.ENSP00000263826	9606.ENSP00000262741	0	0	0	0	0.062	0.102	0.650	0.707	0.902
AKT3	PML	9606.ENSP00000263826	9606.ENSP00000268058	0	0	0	0	0	0.057	0.900	0.057	0.903
AKT3	CREB1	9606.ENSP00000263826	9606.ENSP00000387699	0	0	0	0	0.064	0	0.900	0.390	0.937
AKT3	FOXO1	9606.ENSP00000263826	9606.ENSP00000368880	0	0	0	0	0.048	0.151	0.900	0.512	0.955
AKT3	AKT1S1	9606.ENSP00000263826	9606.ENSP00000375711	0	0	0	0	0.062	0.182	0.900	0.619	0.966
ALAS2	AGXT2	9606.ENSP00000332369	9606.ENSP00000231420	0	0	0	0	0.063	0	0.900	0.138	0.912
ALDH1L1	MTHFD1	9606.ENSP00000273450	9606.ENSP00000216605	0	0	0	0	0.065	0	0.900	0.597	0.959
ALDH6A1	AGXT2	9606.ENSP00000450436	9606.ENSP00000231420	0	0.037	0	0	0.069	0	0.900	0.290	0.928
ALDH6A1	ACSS2	9606.ENSP00000450436	9606.ENSP00000253382	0	0	0	0	0.117	0	0.900	0.207	0.923
ALDH6A1	HIBADH	9606.ENSP00000450436	9606.ENSP00000265395	0	0	0.252	0	0.856	0.439	0.900	0.703	0.997
ALDH6A1	ACAT1	9606.ENSP00000450436	9606.ENSP00000265838	0	0	0	0	0.266	0	0.900	0.153	0.932
ALDH6A1	AOX1	9606.ENSP00000450436	9606.ENSP00000363832	0	0	0	0	0.089	0	0.900	0.211	0.921
ALDH6A1	PCCA	9606.ENSP00000450436	9606.ENSP00000365462	0	0	0	0	0.145	0	0.900	0.559	0.959
ALDH6A1	ADHFE1	9606.ENSP00000450436	9606.ENSP00000379865	0	0	0	0	0.355	0.921	0	0.671	0.981
ALDH6A1	ACSS3	9606.ENSP00000450436	9606.ENSP00000449535	0	0	0	0	0.117	0	0.900	0.207	0.923
ALDOB	PFKP	9606.ENSP00000363988	9606.ENSP00000370517	0	0	0	0	0.183	0	0.900	0.664	0.970
ALDOB	FBP1	9606.ENSP00000363988	9606.ENSP00000408025	0	0	0	0	0.182	0.181	0.900	0.679	0.975
ALOX5	COTL1	9606.ENSP00000363512	9606.ENSP00000262428	0	0	0	0	0	0.874	0	0.965	0.995
ALOX5	CYP2B6	9606.ENSP00000363512	9606.ENSP00000324648	0	0	0	0	0	0	0.900	0.149	0.911
ALOX5	MAPKAPK2	9606.ENSP00000363512	9606.ENSP00000356070	0	0	0	0	0.062	0.679	0.900	0.183	0.972
ALPL	ENPP1	9606.ENSP00000363973	9606.ENSP00000354238	0.045	0	0	0	0.062	0	0.900	0.687	0.968
ANK2	SPTBN1	9606.ENSP00000349588	9606.ENSP00000349259	0	0	0	0	0.116	0.463	0.600	0.985	0.996
ANLN	KIF11	9606.ENSP00000265748	9606.ENSP00000260731	0	0	0	0	0.943	0.070	0	0.493	0.970
ANLN	HMMR	9606.ENSP00000265748	9606.ENSP00000377492	0	0	0	0	0.843	0	0	0.408	0.903
ANLN	PBK	9606.ENSP00000265748	9606.ENSP00000428489	0	0	0	0	0.865	0.062	0	0.345	0.910
ANLN	KIF4A	9606.ENSP00000265748	9606.ENSP00000363524	0	0	0	0	0.796	0.070	0	0.614	0.920
ANLN	KIF14	9606.ENSP00000265748	9606.ENSP00000356319	0	0	0	0	0.760	0.292	0	0.581	0.922
ANLN	CENPF	9606.ENSP00000265748	9606.ENSP00000355922	0	0	0	0	0.805	0.270	0	0.512	0.924
ANLN	TOP2A	9606.ENSP00000265748	9606.ENSP00000411532	0	0	0	0	0.834	0.270	0	0.469	0.930
ANLN	CDK1	9606.ENSP00000265748	9606.ENSP00000378699	0	0	0	0	0.869	0	0	0.547	0.938
ANLN	ASPM	9606.ENSP00000265748	9606.ENSP00000356379	0	0	0	0	0.866	0.296	0	0.428	0.941
ANLN	KIF20A	9606.ENSP00000265748	9606.ENSP00000378356	0	0	0	0	0.855	0.351	0	0.647	0.964
ANXA5	MANF	9606.ENSP00000296511	9606.ENSP00000432799	0	0	0	0	0.069	0	0.900	0.126	0.911
ANXA5	FLNA	9606.ENSP00000296511	9606.ENSP00000358866	0	0	0	0	0.091	0.076	0.900	0.273	0.930
AOX1	CYP3A5	9606.ENSP00000363832	9606.ENSP00000222982	0	0	0	0	0.086	0	0.900	0.227	0.923
AOX1	AGXT2	9606.ENSP00000363832	9606.ENSP00000231420	0	0	0	0	0.065	0	0.900	0.304	0.929
AOX1	HIBADH	9606.ENSP00000363832	9606.ENSP00000265395	0	0	0	0	0	0	0.900	0.087	0.904
AOX1	PDXK	9606.ENSP00000363832	9606.ENSP00000291565	0	0	0	0	0	0	0.900	0.268	0.923
AOX1	SDR16C5	9606.ENSP00000363832	9606.ENSP00000307607	0	0	0	0	0	0	0.900	0.084	0.904
AOX1	CYP2B6	9606.ENSP00000363832	9606.ENSP00000324648	0	0	0	0	0.065	0	0.900	0.362	0.935
AOX1	ALDH6A1	9606.ENSP00000363832	9606.ENSP00000450436	0	0	0	0	0.089	0	0.900	0.211	0.921
AOX1	ADH1C	9606.ENSP00000363832	9606.ENSP00000426083	0	0	0	0	0.064	0	0.900	0.286	0.927
AP4M1	SPP1	9606.ENSP00000352603	9606.ENSP00000378517	0	0	0	0	0	0	0	0.984	0.984
APIP	MRI1	9606.ENSP00000379133	9606.ENSP00000040663	0.167	0	0.391	0	0.106	0	0.900	0.795	0.989
AR	SIRT1	9606.ENSP00000363822	9606.ENSP00000212015	0	0	0	0	0	0.298	0.900	0.708	0.977
AR	CCND1	9606.ENSP00000363822	9606.ENSP00000227507	0	0	0	0	0.061	0.839	0.900	0.921	0.998
AR	MAPK14	9606.ENSP00000363822	9606.ENSP00000229795	0	0	0	0	0	0.104	0.900	0.289	0.930
AR	AHR	9606.ENSP00000363822	9606.ENSP00000242057	0	0	0	0	0	0.470	0	0.833	0.908
AR	EGFR	9606.ENSP00000363822	9606.ENSP00000275493	0	0	0	0	0.063	0.698	0	0.966	0.989
AR	HSPA4	9606.ENSP00000363822	9606.ENSP00000302961	0	0	0	0	0	0.288	0	0.962	0.972
AR	GNAI1	9606.ENSP00000363822	9606.ENSP00000343027	0	0	0	0	0	0.056	0.900	0.067	0.904
AR	PKN1	9606.ENSP00000363822	9606.ENSP00000343325	0	0	0	0	0	0.056	0.900	0.551	0.953
AR	DYNC1H1	9606.ENSP00000363822	9606.ENSP00000348965	0	0	0	0	0	0	0.900	0.059	0.901
AR	FLNA	9606.ENSP00000363822	9606.ENSP00000358866	0	0	0	0	0	0.508	0	0.986	0.993
AR	JUN	9606.ENSP00000363822	9606.ENSP00000360266	0	0	0	0	0	0.499	0	0.928	0.962
AR	ATRX	9606.ENSP00000363822	9606.ENSP00000362441	0	0	0	0	0	0.182	0	0.895	0.910
AR	FOXO1	9606.ENSP00000363822	9606.ENSP00000368880	0	0	0	0	0	0.497	0	0.965	0.981
AR	NCOR2	9606.ENSP00000363822	9606.ENSP00000384018	0	0	0	0	0	0.894	0	0.983	0.998
ARHGAP4	KDELR3	9606.ENSP00000359045	9606.ENSP00000386918	0	0	0	0	0	0	0.900	0.047	0.900
ARHGAP5	PKN1	9606.ENSP00000371897	9606.ENSP00000343325	0	0	0	0	0.065	0	0.900	0.243	0.923
ARHGAP5	KDELR3	9606.ENSP00000371897	9606.ENSP00000386918	0	0	0	0	0.063	0	0.900	0	0.902
ARHGAP6	KDELR3	9606.ENSP00000338967	9606.ENSP00000386918	0	0	0	0	0	0	0.900	0	0.900
ARHGEF26	ICAM1	9606.ENSP00000348828	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.897	0.900
ARPC1B	WASL	9606.ENSP00000389631	9606.ENSP00000223023	0	0	0	0	0.062	0.750	0.900	0.733	0.992
ARPC1B	ACTR3B	9606.ENSP00000389631	9606.ENSP00000256001	0	0	0	0	0.065	0.975	0.360	0.443	0.990
ARPC1B	GAB1	9606.ENSP00000389631	9606.ENSP00000262995	0	0	0	0	0	0	0.900	0	0.900
ARRDC3	NEDD4	9606.ENSP00000265138	9606.ENSP00000424827	0	0	0	0	0.062	0.976	0	0.967	0.999
ASPM	NCAPG	9606.ENSP00000356379	9606.ENSP00000251496	0	0	0	0	0.991	0	0	0.528	0.995
ASPM	CCNB1	9606.ENSP00000356379	9606.ENSP00000256442	0	0	0	0	0.952	0.057	0	0.473	0.974
ASPM	KIF11	9606.ENSP00000356379	9606.ENSP00000260731	0	0	0	0	0.989	0.243	0	0.654	0.996
ASPM	NDC80	9606.ENSP00000356379	9606.ENSP00000261597	0	0	0	0	0.980	0	0	0.194	0.983
ASPM	ANLN	9606.ENSP00000356379	9606.ENSP00000265748	0	0	0	0	0.866	0.296	0	0.428	0.941
ASPM	NUF2	9606.ENSP00000356379	9606.ENSP00000271452	0	0	0	0	0.894	0	0	0.455	0.940
ASPM	CCNB2	9606.ENSP00000356379	9606.ENSP00000288207	0	0	0	0	0.909	0.057	0	0.518	0.955
ASPM	MELK	9606.ENSP00000356379	9606.ENSP00000298048	0	0	0	0	0.924	0.075	0	0.450	0.958
ASPM	KIAA0101	9606.ENSP00000356379	9606.ENSP00000300035	0	0	0	0	0.907	0	0	0.475	0.949
ASPM	BIRC5	9606.ENSP00000356379	9606.ENSP00000301633	0	0	0	0	0.893	0.058	0	0.473	0.942
ASPM	CDKN3	9606.ENSP00000356379	9606.ENSP00000335357	0	0	0	0	0.897	0.145	0	0.197	0.923
ASPM	CASC5	9606.ENSP00000356379	9606.ENSP00000335463	0	0	0	0	0.915	0	0	0.798	0.982
ASPM	SMC4	9606.ENSP00000356379	9606.ENSP00000349961	0	0	0	0	0.958	0.667	0	0.275	0.989
ASPM	RRM2	9606.ENSP00000356379	9606.ENSP00000353770	0	0	0	0	0.912	0.070	0	0.459	0.951
ASPM	CENPF	9606.ENSP00000356379	9606.ENSP00000355922	0	0	0	0	0.962	0	0	0.629	0.985
ASPM	KIF14	9606.ENSP00000356379	9606.ENSP00000356319	0	0	0	0	0.915	0.423	0	0.594	0.978
ASPM	PTTG1	9606.ENSP00000356379	9606.ENSP00000377536	0	0	0	0	0.844	0	0	0.389	0.900
ASPM	DEPDC1	9606.ENSP00000356379	9606.ENSP00000412292	0	0	0	0	0.900	0	0	0.267	0.924
ASPM	CDCA3	9606.ENSP00000356379	9606.ENSP00000442068	0	0	0	0	0.918	0	0	0.376	0.947
ASPM	PBK	9606.ENSP00000356379	9606.ENSP00000428489	0	0	0	0	0.925	0.075	0	0.422	0.956
ASPM	HMMR	9606.ENSP00000356379	9606.ENSP00000377492	0	0	0	0	0.931	0	0	0.415	0.958
ASPM	KIF20A	9606.ENSP00000356379	9606.ENSP00000378356	0	0	0	0	0.915	0.252	0	0.591	0.971
ASPM	KIF4A	9606.ENSP00000356379	9606.ENSP00000363524	0	0	0	0	0.951	0.243	0	0.554	0.982
ASPM	TOP2A	9606.ENSP00000356379	9606.ENSP00000411532	0	0	0	0	0.968	0	0	0.605	0.987
ASPM	TTK	9606.ENSP00000356379	9606.ENSP00000358813	0	0	0	0	0.986	0.060	0	0.503	0.993
ASPM	CDK1	9606.ENSP00000356379	9606.ENSP00000378699	0	0	0	0	0.991	0.057	0	0.437	0.994
ASRGL1	ASS1	9606.ENSP00000400057	9606.ENSP00000361471	0	0	0	0	0	0	0.900	0.063	0.902
ASRGL1	IL4I1	9606.ENSP00000400057	9606.ENSP00000472474	0	0	0	0	0	0	0.900	0	0.900
ASRGL1	NAT8L	9606.ENSP00000400057	9606.ENSP00000413064	0	0	0	0	0.062	0	0.900	0	0.902
ASS1	IL4I1	9606.ENSP00000361471	9606.ENSP00000472474	0	0	0	0	0	0	0.900	0.054	0.901
ASS1	ASRGL1	9606.ENSP00000361471	9606.ENSP00000400057	0	0	0	0	0	0	0.900	0.063	0.902
ASS1	NAT8L	9606.ENSP00000361471	9606.ENSP00000413064	0	0	0	0	0.146	0	0.900	0.094	0.915
ASS1	CPS1	9606.ENSP00000361471	9606.ENSP00000402608	0.185	0.627	0	0	0.525	0.247	0.800	0.837	0.995
ATF4	TRIB3	9606.ENSP00000336790	9606.ENSP00000217233	0	0	0	0	0.065	0.708	0.900	0.945	0.998
ATF4	IGFBP1	9606.ENSP00000336790	9606.ENSP00000275525	0	0	0	0	0	0	0.900	0.138	0.910
ATF4	CEBPG	9606.ENSP00000336790	9606.ENSP00000284000	0	0	0	0	0.087	0.786	0.600	0.413	0.948
ATF4	CREB1	9606.ENSP00000336790	9606.ENSP00000387699	0	0	0	0	0.049	0.182	0.800	0.538	0.918
ATF4	JUN	9606.ENSP00000336790	9606.ENSP00000360266	0	0	0	0	0.064	0.756	0	0.741	0.936
ATF4	DDIT3	9606.ENSP00000336790	9606.ENSP00000448665	0	0	0	0	0.099	0.793	0.800	0.897	0.995
ATF5	CEBPG	9606.ENSP00000396954	9606.ENSP00000284000	0	0	0	0	0.062	0.695	0.650	0.595	0.954
ATF5	PTP4A1	9606.ENSP00000396954	9606.ENSP00000359685	0	0	0	0	0.064	0	0.900	0.609	0.960
ATP6V0B	ATP6V1B1	9606.ENSP00000434729	9606.ENSP00000234396	0.093	0	0	0	0.220	0.771	0.600	0.787	0.983
ATP6V0B	SEC13	9606.ENSP00000434729	9606.ENSP00000373312	0	0	0	0	0.119	0	0.900	0	0.908
ATP6V0B	FNIP1	9606.ENSP00000434729	9606.ENSP00000421985	0	0	0	0	0	0	0.900	0.072	0.903
ATP6V1B1	FNIP1	9606.ENSP00000234396	9606.ENSP00000421985	0	0	0	0	0	0	0.900	0	0.900
ATP6V1B1	SEC13	9606.ENSP00000234396	9606.ENSP00000373312	0	0	0	0	0	0	0.900	0.072	0.903
ATP6V1B1	ATP6V0B	9606.ENSP00000234396	9606.ENSP00000434729	0.093	0	0	0	0.220	0.771	0.600	0.787	0.983
ATRX	AR	9606.ENSP00000362441	9606.ENSP00000363822	0	0	0	0	0	0.182	0	0.895	0.910
ATRX	HIST1H3E	9606.ENSP00000362441	9606.ENSP00000482271	0	0	0	0	0	0.826	0	0.729	0.951
BAAT	DDO	9606.ENSP00000259407	9606.ENSP00000357920	0	0	0	0	0	0	0.900	0.085	0.904
BAAT	GAD1	9606.ENSP00000259407	9606.ENSP00000350928	0.042	0	0	0	0.052	0	0.900	0.081	0.905
BAAT	EPHX2	9606.ENSP00000259407	9606.ENSP00000430269	0.111	0	0	0	0.062	0	0.900	0.137	0.918
BAAT	SLC27A2	9606.ENSP00000259407	9606.ENSP00000267842	0	0	0	0	0.049	0	0.900	0.294	0.926
BAX	SIRT1	9606.ENSP00000293288	9606.ENSP00000212015	0	0	0	0	0	0	0.900	0.401	0.937
BAX	BID	9606.ENSP00000293288	9606.ENSP00000318822	0	0	0	0	0	0.901	0.900	0.857	0.998
BCR	PAG1	9606.ENSP00000303507	9606.ENSP00000220597	0	0	0	0	0	0	0.900	0	0.900
BCR	CD72	9606.ENSP00000303507	9606.ENSP00000379980	0	0	0	0	0	0	0.900	0	0.900
BCR	VAV2	9606.ENSP00000303507	9606.ENSP00000360916	0	0	0	0	0	0	0.900	0.075	0.903
BCR	LYN	9606.ENSP00000303507	9606.ENSP00000428924	0	0	0	0	0	0.060	0.900	0.424	0.941
BCR	JAK2	9606.ENSP00000303507	9606.ENSP00000371067	0	0	0	0	0	0.228	0.900	0.464	0.955
BHMT2	CTH	9606.ENSP00000255192	9606.ENSP00000359976	0.184	0	0	0	0.079	0	0.800	0.450	0.906
BHMT2	IL4I1	9606.ENSP00000255192	9606.ENSP00000472474	0	0	0	0	0	0	0.900	0.188	0.915
BID	TNFRSF10A	9606.ENSP00000318822	9606.ENSP00000221132	0	0	0	0	0	0	0.900	0.472	0.944
BID	TNFSF10	9606.ENSP00000318822	9606.ENSP00000241261	0	0	0	0	0	0	0.900	0.507	0.948
BID	BAX	9606.ENSP00000318822	9606.ENSP00000293288	0	0	0	0	0	0.901	0.900	0.857	0.998
BID	TNFRSF25	9606.ENSP00000318822	9606.ENSP00000367013	0	0	0	0	0	0	0.900	0.246	0.921
BIRC5	CCND1	9606.ENSP00000301633	9606.ENSP00000227507	0	0	0	0	0.085	0	0.900	0.591	0.959
BIRC5	NCAPG	9606.ENSP00000301633	9606.ENSP00000251496	0	0	0	0	0.892	0.102	0	0.402	0.937
BIRC5	CCNB1	9606.ENSP00000301633	9606.ENSP00000256442	0	0	0	0	0.887	0.153	0	0.683	0.967
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.951	0.078	0	0.533	0.977
BIRC5	RORA	9606.ENSP00000301633	9606.ENSP00000261523	0	0	0	0	0	0	0.900	0.070	0.903
BIRC5	NDC80	9606.ENSP00000301633	9606.ENSP00000261597	0	0	0	0	0.934	0	0	0.474	0.964
BIRC5	NUF2	9606.ENSP00000301633	9606.ENSP00000271452	0	0	0	0	0.839	0	0	0.494	0.915
BIRC5	CCNB2	9606.ENSP00000301633	9606.ENSP00000288207	0	0	0	0	0.880	0.153	0	0.638	0.960
BIRC5	MELK	9606.ENSP00000301633	9606.ENSP00000298048	0	0	0	0	0.896	0.143	0	0.454	0.947
BIRC5	KIAA0101	9606.ENSP00000301633	9606.ENSP00000300035	0	0	0	0	0.893	0	0	0.345	0.927
BIRC5	JUNB	9606.ENSP00000301633	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.055	0.901
BIRC5	NUP88	9606.ENSP00000301633	9606.ENSP00000458954	0	0	0	0	0.069	0	0.900	0	0.902
BIRC5	KLHL13	9606.ENSP00000301633	9606.ENSP00000443191	0	0	0	0	0	0.070	0.900	0.050	0.903
BIRC5	CENPF	9606.ENSP00000301633	9606.ENSP00000355922	0	0	0	0	0.809	0	0	0.602	0.920
BIRC5	FOXO1	9606.ENSP00000301633	9606.ENSP00000368880	0	0	0	0	0	0.059	0.900	0.254	0.923
BIRC5	CDCA3	9606.ENSP00000301633	9606.ENSP00000442068	0	0	0	0	0.895	0	0	0.456	0.940
BIRC5	ASPM	9606.ENSP00000301633	9606.ENSP00000356379	0	0	0	0	0.893	0.058	0	0.473	0.942
BIRC5	RRM2	9606.ENSP00000301633	9606.ENSP00000353770	0	0	0	0	0.887	0	0	0.557	0.947
BIRC5	PTTG1	9606.ENSP00000301633	9606.ENSP00000377536	0	0	0	0	0.906	0	0	0.519	0.952
BIRC5	TTK	9606.ENSP00000301633	9606.ENSP00000358813	0	0	0	0	0.918	0	0	0.515	0.959
BIRC5	TOP2A	9606.ENSP00000301633	9606.ENSP00000411532	0	0	0	0	0.884	0	0	0.662	0.959
BIRC5	KIF4A	9606.ENSP00000301633	9606.ENSP00000363524	0	0	0	0	0.911	0.057	0	0.581	0.962
BIRC5	PBK	9606.ENSP00000301633	9606.ENSP00000428489	0	0	0	0	0.959	0.116	0	0.455	0.978
BIRC5	CDK1	9606.ENSP00000301633	9606.ENSP00000378699	0	0	0	0	0.963	0.462	0	0.600	0.991
BIRC5	KIF20A	9606.ENSP00000301633	9606.ENSP00000378356	0	0	0	0	0.880	0.057	0.900	0.449	0.992
BLM	TOP2A	9606.ENSP00000347232	9606.ENSP00000411532	0.060	0	0	0	0.450	0.703	0	0.605	0.931
BLM	H2AFX	9606.ENSP00000347232	9606.ENSP00000434024	0	0	0	0	0.114	0.579	0.900	0.459	0.977
BRSK1	STK11	9606.ENSP00000310649	9606.ENSP00000324856	0	0	0	0.728	0.099	0.139	0.900	0.619	0.929
BRSK1	MAPT	9606.ENSP00000310649	9606.ENSP00000340820	0	0	0	0	0.174	0.270	0.900	0.271	0.950
BRWD1	SMARCA4	9606.ENSP00000330753	9606.ENSP00000395654	0	0	0	0	0.148	0.345	0.800	0.745	0.967
BTG2	CCND1	9606.ENSP00000290551	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.459	0.943
BYSL	NOP2	9606.ENSP00000230340	9606.ENSP00000371858	0	0	0	0	0.882	0.103	0	0.362	0.927
BYSL	RPS23	9606.ENSP00000230340	9606.ENSP00000296674	0	0	0	0	0.111	0.955	0.800	0.181	0.992
C1QB	TYROBP	9606.ENSP00000313967	9606.ENSP00000262629	0	0	0	0	0.826	0	0	0.455	0.901
C1QB	C1QC	9606.ENSP00000313967	9606.ENSP00000363770	0	0	0.426	0.927	0.990	0.907	0.900	0.949	0.999
C1QC	TYROBP	9606.ENSP00000363770	9606.ENSP00000262629	0	0	0	0	0.856	0	0	0.418	0.912
