node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
KIF25,1.0,0.0,1.0,2.0,19.36,1.0,0.0865,81.36349,5.6738,0.0,0.0,0.0,
PA1,1.0,0.0,1.0,2.0,2.556,1.0,0.09612,70.19722,5.3056,0.0,0.0,0.0,
KDM6A,2.0,0.0,1.0,4.0,9.222,2.0,0.10813,86.71429,6.16843,778.0,266312.0,0.0,
KCTD17,1.0,0.0,1.0,2.0,4.828,1.0,0.0865,73.94921,5.46752,0.0,0.0,0.0,
TJP2,2.0,0.0,1.0,4.0,19.629,3.0,0.12358,107.44286,6.94475,715.58322,119080.0,0.0,
JDP2,1.0,0.0,1.0,2.0,16.009,1.0,0.12358,105.95952,6.9137,0.0,0.0,0.0,
LEPR,2.0,0.61557,2.0,4.0,15.649,1.0,0.10813,95.87381,6.53441,0.0,0.0,0.33333,
SOCS3,2.0,0.61557,2.0,4.0,13.472,1.0,0.10813,95.87381,6.53441,0.0,0.0,0.33333,
MAP3K11,1.0,0.0,1.0,2.0,13.544,1.0,0.10813,95.37381,6.53219,0.0,0.0,0.0,
LAPTM5,1.0,0.0,1.0,2.0,5.054,1.0,0.09612,78.5119,5.75365,0.0,0.0,0.0,
INPP4A,2.0,0.61557,2.0,4.0,11.052,1.0,0.10813,82.94643,6.02426,0.0,0.0,0.33333,
PYCARD,2.0,0.0,1.0,4.0,10.598,2.0,0.10813,93.64048,6.49005,778.0,229288.0,0.0,
ZBP1,2.0,0.61557,2.0,4.0,23.708,1.0,0.10813,95.90714,6.44347,0.0,0.0,0.33333,
RBCK1,1.0,0.0,1.0,2.0,11.463,1.0,0.09612,86.54881,6.10189,0.0,0.0,0.0,
TRIM14,1.0,0.0,1.0,2.0,10.77,1.0,0.09612,86.54881,6.10189,0.0,0.0,0.0,
NOD2,3.0,0.0,1.0,6.0,25.193,2.0,0.09612,91.46548,6.19505,809.48118,651992.0,0.0,
NFKBIE,1.0,0.0,1.0,2.0,10.257,1.0,0.09612,86.54881,6.10189,0.0,0.0,0.0,
NFKBIA,9.0,0.61795,3.0,14.0,51.525,18.0,0.12358,125.9119,7.35288,3845.71472,1616280.0,0.08791,
IFI44L,40320.0,1.63281,8.0,16.0,60.377,1.0,0.10813,95.78095,6.37915,0.0,0.0,0.46667,
ITGAD,2.0,0.61557,2.0,4.0,6.704,1.0,0.09612,79.0119,5.75587,0.0,0.0,0.33333,
ICAM3,2.0,0.61557,2.0,4.0,7.772,1.0,0.09612,79.0119,5.75587,0.0,0.0,0.33333,
HSPH1,1.0,0.0,1.0,2.0,11.519,1.0,0.10813,90.75,6.37249,0.0,0.0,0.0,
PGLYRP1,1.0,0.0,1.0,2.0,13.527,1.0,0.10813,90.75,6.37249,0.0,0.0,0.0,
PCBP1,1.0,0.0,1.0,2.0,1.216,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
HNRNPU,1.0,0.0,1.0,2.0,1.216,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
LILRB1,1.0,0.0,1.0,2.0,16.761,1.0,0.09612,81.83095,5.84681,0.0,0.0,0.0,
VAMP8,2.0,0.0,1.0,4.0,16.99,3.0,0.09612,82.74762,5.85568,1552.0,1915032.0,0.0,
PMM1,1.0,0.0,1.0,2.0,1.309,1.0,0.00369,2.33333,0.03319,0.0,0.0,0.0,
HERC6,2.0,0.61557,2.0,4.0,27.429,1.0,0.09612,81.23333,5.81132,0.0,0.0,0.33333,
HBP1,1.0,0.0,1.0,2.0,16.162,1.0,0.10813,103.6369,6.8405,0.0,0.0,0.0,
LGALS9,1.0,0.0,1.0,2.0,1.187,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
HAVCR2,1.0,0.0,1.0,2.0,1.187,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
PYGO2,1.0,0.0,1.0,2.0,12.169,1.0,0.09612,92.04444,6.35031,0.0,0.0,0.0,
MND1,1.0,0.0,1.0,2.0,11.318,1.0,0.09612,92.04444,6.35031,0.0,0.0,0.0,
GSTM5,1.0,0.0,1.0,2.0,1.205,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
GSTM2,1.0,0.0,1.0,2.0,1.205,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
GRHL1,1.0,0.0,1.0,2.0,7.284,1.0,0.09612,78.09881,5.75587,0.0,0.0,0.0,
GPHN,1.0,0.0,1.0,2.0,1.397,1.0,0.07864,55.29632,3.93041,0.0,0.0,0.0,
MAN2A1,1.0,0.0,1.0,2.0,1.205,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
GOLIM4,1.0,0.0,1.0,2.0,1.205,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
GNL3L,1.0,0.0,1.0,2.0,1.265,1.0,0.00332,2.33333,0.04248,0.0,0.0,0.0,
PDE6G,1.0,0.0,1.0,2.0,2.786,1.0,0.0865,69.8754,5.30782,0.0,0.0,0.0,
GNB5,2.0,0.0,1.0,4.0,8.44,2.0,0.09612,86.02778,6.17065,778.0,288104.0,0.0,
RGS1,8.0,0.92693,3.0,10.0,20.5,4.0,0.10813,100.05238,6.64088,2322.0,563280.0,0.17778,
RAPGEF4,1.0,0.0,1.0,2.0,12.639,1.0,0.10813,94.90238,6.56103,0.0,0.0,0.0,
LGSN,1.0,0.0,1.0,2.0,1.49,1.0,0.0865,59.87817,4.42725,0.0,0.0,0.0,
GHR,1.0,0.0,1.0,2.0,14.147,1.0,0.10813,95.37381,6.53219,0.0,0.0,0.0,
MTA2,4.0,0.61795,3.0,6.0,27.033,1.0,0.10813,101.02857,6.67637,118.95572,107320.0,0.26667,
TYRO3,1.0,0.0,1.0,2.0,1.231,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
GAS6,1.0,0.0,1.0,2.0,1.231,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
LAT2,2.0,0.0,1.0,4.0,16.223,13.0,0.12358,102.28333,6.83163,6885.60881,4462360.0,0.0,
G0S2,1.0,0.0,1.0,2.0,7.238,1.0,0.09612,78.09881,5.75587,0.0,0.0,0.0,
SOD2,1.0,0.0,1.0,2.0,15.429,1.0,0.10813,95.90952,6.55881,0.0,0.0,0.0,
NOTCH1,5.0,0.0,1.0,10.0,40.892,3.0,0.12358,114.92619,7.08671,1450.07656,305600.0,0.0,
HOXA11,1.0,0.0,1.0,2.0,14.64,1.0,0.10813,95.90952,6.55881,0.0,0.0,0.0,
POSTN,1.0,0.0,1.0,2.0,3.08,1.0,0.09612,70.96468,5.24572,0.0,0.0,0.0,
IGFBP5,2.0,0.61557,2.0,4.0,3.967,1.0,0.09612,71.63135,5.25015,0.0,0.0,0.33333,
IKBKG,19.0,0.47549,6.0,28.0,49.167,12.0,0.10813,116.65119,6.96472,7030.08529,2524368.0,0.03704,
HSPB7,1.0,0.0,1.0,2.0,6.605,1.0,0.09612,84.24802,6.11076,0.0,0.0,0.0,
FLII,1.0,0.0,1.0,2.0,10.155,1.0,0.09612,81.88175,5.91557,0.0,0.0,0.0,
ST14,1.0,0.0,1.0,2.0,1.219,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
FLG,1.0,0.0,1.0,2.0,1.219,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
NGEF,6.0,0.92693,3.0,6.0,32.182,1.0,0.12358,101.85476,6.79614,0.0,0.0,0.4,
GPC1,9.0,0.92693,3.0,12.0,40.245,14.0,0.12358,109.63571,6.97802,2489.85916,1911688.0,0.12121,
FGF2,9.0,0.75786,4.0,10.0,23.573,12.0,0.12358,102.91429,6.72516,6111.08532,6818800.0,0.17778,
HKDC1,3.0,0.61557,2.0,6.0,1.778,2.0,0.00553,3.5,0.04148,6.0,48.0,0.13333,
FAM175A,1.0,0.0,1.0,2.0,11.337,1.0,0.09612,92.04444,6.35031,0.0,0.0,0.0,
FABP4,3.0,0.61557,2.0,6.0,13.051,1.0,0.09612,79.68214,5.76918,14.5,1440.0,0.13333,
F2R,2.0,0.0,1.0,4.0,15.661,2.0,0.10813,96.88571,6.59652,271.35013,105800.0,0.0,
ESR2,3.0,0.61557,2.0,6.0,33.944,1.0,0.12358,109.50952,6.97581,71.63885,20000.0,0.13333,
EPB41L3,1.0,0.0,1.0,2.0,2.456,1.0,0.09612,73.75516,5.54072,0.0,0.0,0.0,
ENSP00000485396,1.0,0.0,1.0,2.0,8.803,1.0,0.10813,86.04762,6.16399,0.0,0.0,0.0,
ENPP2,1.0,0.0,1.0,2.0,11.177,1.0,0.10813,92.97976,6.50779,0.0,0.0,0.0,
PYGB,1.0,0.0,1.0,2.0,1.242,1.0,0.00332,1.5,0.01991,0.0,0.0,0.0,
ELOVL6,1.0,0.0,1.0,2.0,1.716,1.0,0.07864,54.84697,3.79732,0.0,0.0,0.0,
SH2D3C,1.0,0.0,1.0,2.0,6.208,1.0,0.07864,66.12186,4.81098,0.0,0.0,0.0,
EHMT1,1.0,0.0,1.0,2.0,10.7,1.0,0.09612,92.04444,6.35031,0.0,0.0,0.0,
EHD4,1.0,0.0,1.0,2.0,5.182,1.0,0.09612,73.40913,5.49192,0.0,0.0,0.0,
FOSB,24.0,1.13679,4.0,8.0,42.798,1.0,0.12358,112.97619,7.05566,0.0,0.0,0.42857,
IFIT3,4.7904192E8,1.86487,13.0,26.0,69.429,1.0,0.10813,103.88095,6.57877,17.82863,10664.0,0.44923,
IRF7,4.79041936E8,1.54229,15.0,36.0,71.829,25.0,0.12358,124.9381,7.17987,5484.09218,1978032.0,0.25079,
ISG15,4.79041923E8,1.66665,14.0,30.0,69.329,5.0,0.10813,107.03452,6.67193,1918.21129,943000.0,0.34023,
OAS1,4.7904192E8,1.86487,13.0,26.0,69.329,1.0,0.10813,103.88095,6.57877,17.82863,10664.0,0.44923,
IFI6,4.7904192E8,1.86487,13.0,26.0,68.777,1.0,0.10813,103.88095,6.57877,17.82863,10664.0,0.44923,
OAS2,4.79041921E8,1.86487,13.0,28.0,70.127,3.0,0.10813,104.54762,6.58321,457.78384,349952.0,0.38624,
RSAD2,4.79041922E8,1.66665,14.0,28.0,69.903,1.0,0.10813,104.38095,6.58099,356.34163,257016.0,0.39153,
IRF6,4.79001612E8,1.57656,14.0,28.0,70.711,1.0,0.12358,119.50476,7.09558,2090.04155,1184184.0,0.37037,
SAMHD1,4.790016E8,1.93182,12.0,24.0,68.523,1.0,0.10813,103.38095,6.57655,0.0,0.0,0.47826,
IP6K2,4.790016E8,1.93182,12.0,24.0,68.042,1.0,0.10813,103.38095,6.57655,0.0,0.0,0.47826,
XAF1,4.7904192E8,1.86487,13.0,26.0,68.845,1.0,0.10813,103.88095,6.57877,17.82863,10664.0,0.44923,
HLA-C,4.79001608E8,1.93182,12.0,34.0,70.677,9.0,0.10813,109.38214,6.70964,4777.662,3156936.0,0.24599,
TGFA,2.0,0.61557,2.0,4.0,21.225,1.0,0.10813,99.93214,6.66971,0.0,0.0,0.33333,
HCK,45.0,0.75809,8.0,18.0,56.749,17.0,0.12358,124.67857,7.31961,8421.2461,4015176.0,0.16993,
FGR,42.0,0.8781,7.0,14.0,52.152,1.0,0.12358,120.8619,7.25972,760.34097,503672.0,0.26374,
PIK3C2B,4.0,0.61795,3.0,6.0,21.242,2.0,0.10813,100.025,6.6564,247.02983,78008.0,0.26667,
LPAR1,13.0,0.57059,6.0,14.0,54.073,2.0,0.12358,125.69286,7.37062,3507.3839,1629912.0,0.13187,
WDR19,1.0,0.0,1.0,2.0,1.803,1.0,0.0865,67.03968,5.13703,0.0,0.0,0.0,
DYNC2LI1,2.0,0.0,1.0,4.0,4.605,2.0,0.09612,81.52302,5.99986,778.0,221944.0,0.0,
IL4R,3.0,0.0,1.0,6.0,27.704,2.0,0.10813,111.96071,7.04457,616.27672,123752.0,0.0,
DOCK4,1.0,0.0,1.0,2.0,1.341,1.0,0.00332,2.58333,0.04779,0.0,0.0,0.0,
DNMT1,1.0,0.0,1.0,2.0,11.075,1.0,0.10813,94.09048,6.54107,0.0,0.0,0.0,
DTNA,1.0,0.0,1.0,2.0,5.34,1.0,0.09612,68.52302,5.09932,0.0,0.0,0.0,
TM7SF2,2.0,0.61557,2.0,4.0,1.499,1.0,0.00664,2.0,0.01327,0.0,0.0,0.33333,
SQLE,2.0,0.61557,2.0,4.0,1.482,1.0,0.00664,2.0,0.01327,0.0,0.0,0.33333,
DHCR24,2.0,0.61557,2.0,4.0,1.475,1.0,0.00664,2.0,0.01327,0.0,0.0,0.33333,
SLC27A6,1.0,0.0,1.0,2.0,1.261,1.0,0.00332,1.5,0.01991,0.0,0.0,0.0,
MOGAT1,1.0,0.0,1.0,2.0,1.248,1.0,0.00332,1.5,0.01991,0.0,0.0,0.0,
DGAT2,2.0,0.0,1.0,4.0,1.415,3.0,0.00664,2.0,0.02323,2.0,8.0,0.0,
LIG4,2.0,0.61557,2.0,4.0,4.057,1.0,0.0865,74.60278,5.49858,0.0,0.0,0.33333,
PNKP,2.0,0.61557,2.0,4.0,4.276,1.0,0.0865,74.60278,5.49858,0.0,0.0,0.33333,
DCLRE1C,3.0,0.61557,2.0,6.0,12.861,3.0,0.09612,93.37778,6.35918,1552.0,800400.0,0.13333,
CYTH2,3.0,0.61557,2.0,6.0,18.016,3.0,0.10813,100.15833,6.65862,1161.89582,424544.0,0.13333,
CYTH4,2.0,0.61557,2.0,4.0,6.058,1.0,0.10813,80.20238,5.85125,0.0,0.0,0.33333,
CYTH1,3.0,0.61557,2.0,6.0,9.587,1.0,0.10813,85.46548,6.05309,98.56439,17760.0,0.13333,
ITGB2,9.0,0.61557,2.0,18.0,21.038,11.0,0.10813,101.82976,6.61648,8052.25663,3411624.0,0.01307,
CYR61,1.0,0.0,1.0,2.0,5.461,1.0,0.09612,78.5119,5.75365,0.0,0.0,0.0,
NCF4,3.0,0.61557,2.0,6.0,17.697,3.0,0.10813,104.97024,6.84938,1552.0,272848.0,0.13333,
NOX1,2.0,0.61557,2.0,4.0,5.149,1.0,0.09612,81.96349,5.98877,0.0,0.0,0.33333,
CYBA,2.0,0.61557,2.0,4.0,5.616,1.0,0.09612,81.96349,5.98877,0.0,0.0,0.33333,
UBE2J2,2.0,0.61557,2.0,4.0,12.525,1.0,0.10813,90.61905,6.38358,0.0,0.0,0.33333,
CYB5A,3.0,0.61557,2.0,6.0,11.6,12.0,0.10813,93.58333,6.459,2285.41315,2560752.0,0.13333,
PTGER1,1.0,0.0,1.0,2.0,10.314,1.0,0.09612,87.08849,6.21057,0.0,0.0,0.0,
OSM,8.0,0.92693,3.0,10.0,25.05,2.0,0.10813,104.94524,6.81832,1626.9332,733336.0,0.13333,
CTF1,1.0,0.0,1.0,2.0,5.313,1.0,0.09612,81.21151,5.9555,0.0,0.0,0.0,
CSF2RA,2.0,0.0,1.0,4.0,27.15,1.0,0.12358,105.62857,6.90705,46.18889,31576.0,0.0,
SH2B2,2.0,0.0,1.0,4.0,19.233,2.0,0.10813,97.37976,6.58099,34.80856,17016.0,0.0,
NTRK2,4.0,0.61557,2.0,8.0,17.495,3.0,0.10813,92.3381,6.35475,1554.0,571592.0,0.07143,
DOK2,2.0,0.0,1.0,4.0,13.574,1.0,0.10813,91.17857,6.38136,18.67714,7064.0,0.0,
CRK,10.0,0.75786,4.0,12.0,34.467,4.0,0.10813,103.61548,6.70964,726.57911,185576.0,0.12121,
RPS6KA1,3.0,0.61557,2.0,6.0,31.13,1.0,0.10813,106.53929,6.86712,296.72268,131760.0,0.13333,
ID1,1.0,0.0,1.0,2.0,15.408,1.0,0.10813,97.01667,6.60095,0.0,0.0,0.0,
CRTC1,2.0,0.61557,2.0,4.0,30.541,1.0,0.12358,109.00952,6.97581,0.0,0.0,0.33333,
FXYD2,6.0,0.92693,3.0,6.0,35.09,1.0,0.12358,110.29048,7.00686,0.0,0.0,0.4,
PRKX,2.0,0.61557,2.0,4.0,24.78,1.0,0.10813,103.46429,6.79614,0.0,0.0,0.33333,
JUND,30.0,1.03722,5.0,10.0,49.091,1.0,0.12358,116.02619,7.11776,19.02155,2048.0,0.35556,
HMOX1,14.0,0.94732,4.0,12.0,44.397,14.0,0.12358,118.21905,7.19318,3637.3413,2855048.0,0.18182,
SLC2A3,1.0,0.0,1.0,2.0,14.52,1.0,0.10813,97.01667,6.60095,0.0,0.0,0.0,
RARB,3.0,0.61557,2.0,6.0,27.457,2.0,0.10813,106.6369,6.89152,778.0,163600.0,0.13333,
CRABP2,1.0,0.0,1.0,2.0,7.744,1.0,0.09612,82.42063,6.02869,0.0,0.0,0.0,
GLS,4.0,0.61795,3.0,6.0,2.964,2.0,0.09612,71.62659,5.28786,345.66327,399016.0,0.26667,
GLUL,5.0,0.61795,3.0,8.0,2.97,2.0,0.09612,72.12659,5.29008,1123.66327,859264.0,0.14286,
COL5A1,1.0,0.0,1.0,2.0,1.72,1.0,0.0865,59.76548,4.38733,0.0,0.0,0.0,
COL1A1,2.0,0.0,1.0,4.0,3.456,2.0,0.09612,71.63135,5.25015,778.0,925944.0,0.0,
EIF4G1,3.0,0.0,1.0,6.0,18.74,3.0,0.0865,81.86349,5.6738,1554.0,2708856.0,0.0,
CNOT6L,1.0,0.0,1.0,2.0,5.014,1.0,0.07864,66.12186,4.81098,0.0,0.0,0.0,
CMIP,1.0,0.0,1.0,2.0,5.459,1.0,0.09612,84.24802,6.11076,0.0,0.0,0.0,
ME1,4.0,0.0,1.0,8.0,25.234,8.0,0.12358,111.66667,7.02017,2126.5317,603328.0,0.0,
TFAP2C,3.0,0.0,1.0,6.0,20.93,2.0,0.10813,102.97262,6.7784,1006.66984,229272.0,0.0,
CITED2,3.0,0.0,1.0,6.0,20.964,1.0,0.10813,104.62024,6.84494,479.12986,120248.0,0.0,
SLC9A3R1,5.0,0.61557,2.0,10.0,29.898,8.0,0.10813,111.9869,7.02904,3570.26268,1160152.0,0.04444,
SLC26A6,1.0,0.0,1.0,2.0,7.533,1.0,0.09612,82.34683,5.99986,0.0,0.0,0.0,
KRT8,3.0,0.0,1.0,6.0,22.952,2.0,0.10813,107.50357,6.92479,1098.30493,216952.0,0.0,
CFTR,5.0,0.61557,2.0,10.0,28.683,2.0,0.10813,106.91905,6.86268,1344.2373,212584.0,0.04444,
CLCN5,1.0,0.0,1.0,2.0,2.687,1.0,0.0865,64.53849,4.7888,0.0,0.0,0.0,
MKL1,1.0,0.0,1.0,2.0,2.395,1.0,0.0865,64.53849,4.7888,0.0,0.0,0.0,
LIMK2,1.0,0.0,1.0,2.0,2.948,1.0,0.0865,64.53849,4.7888,0.0,0.0,0.0,
PFN1,2.0,0.0,1.0,4.0,2.165,2.0,0.0865,65.20516,4.79323,778.0,988584.0,0.0,
CFL1,5.0,0.0,1.0,10.0,7.246,6.0,0.09612,79.30079,5.65162,3868.0,2965680.0,0.0,
SGPP2,1.0,0.0,1.0,2.0,1.227,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
CERS4,1.0,0.0,1.0,2.0,1.227,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
CENPU,4.0,0.61795,3.0,6.0,29.64,1.0,0.0865,82.58016,5.68489,27.39183,26760.0,0.26667,
CENPB,1.0,0.0,1.0,2.0,5.852,1.0,0.07864,63.92186,4.67789,0.0,0.0,0.0,
RUNX1T1,2.0,0.0,1.0,4.0,22.174,1.0,0.10813,99.26548,6.66971,4.83333,264.0,0.0,
CSF3R,2.0,0.0,1.0,4.0,24.039,1.0,0.10813,106.06429,6.89596,291.55831,188120.0,0.0,
CEBPA,15.0,0.75786,4.0,22.0,58.477,26.0,0.12358,128.97857,7.37727,6375.01722,3217632.0,0.04329,
CEACAM8,1.0,0.0,1.0,2.0,3.246,1.0,0.09612,70.96468,5.24572,0.0,0.0,0.0,
CDO1,2.0,0.0,1.0,4.0,2.731,2.0,0.09612,72.65754,5.36327,539.18833,313096.0,0.0,
EGR1,4.79001638E8,1.13125,18.0,36.0,73.897,1.0,0.12358,126.4881,7.23754,5578.78404,2437232.0,0.24444,
CDK5R1,3.0,0.61557,2.0,6.0,38.767,2.0,0.12358,113.22619,7.07562,391.76615,111296.0,0.13333,
GATAD2A,5.0,0.61795,3.0,8.0,28.53,2.0,0.10813,101.52857,6.67859,896.95572,366096.0,0.14286,
CDK2AP1,1.0,0.0,1.0,2.0,7.457,1.0,0.09612,79.08135,5.81576,0.0,0.0,0.0,
SNAI2,1.0,0.0,1.0,2.0,9.661,1.0,0.10813,83.90952,6.01538,0.0,0.0,0.0,
MMP9,8.0,0.92693,3.0,10.0,26.008,6.0,0.10813,106.1619,6.81389,2893.33044,1032664.0,0.13333,
PIP5K1C,3.0,0.0,1.0,6.0,14.157,2.0,0.10813,89.05119,6.21057,809.075,455544.0,0.0,
FLOT1,1.0,0.0,1.0,2.0,8.404,1.0,0.10813,83.90952,6.01538,0.0,0.0,0.0,
HGS,9.0,0.75786,4.0,10.0,34.003,4.0,0.12358,108.09762,6.85825,2021.40483,696384.0,0.17778,
MCM10,3.0,0.61557,2.0,6.0,37.744,2.0,0.10813,107.80714,6.83829,1144.99524,366592.0,0.13333,
RFC5,2.0,0.0,1.0,4.0,30.809,1.0,0.09612,83.08373,5.81576,0.33333,8.0,0.0,
MIF,3.0,0.61557,2.0,6.0,13.391,6.0,0.09612,91.97063,6.35031,3804.14917,2764640.0,0.13333,
HLA-DRB1,22.0,0.76079,6.0,16.0,41.179,4.0,0.10813,107.87619,6.81167,2230.86883,1070248.0,0.15,
CXCR4,10.0,0.56839,4.0,16.0,41.448,11.0,0.10813,115.975,7.0734,6027.50502,3221600.0,0.06667,
HLA-DQB1,3.0,0.61557,2.0,6.0,14.789,1.0,0.10813,90.06071,6.30817,81.7611,73872.0,0.13333,
HLA-DOA,12.0,0.94732,4.0,8.0,30.538,1.0,0.09612,92.08254,6.25937,157.99982,99608.0,0.35714,
HLA-DPB1,20.0,0.76079,6.0,12.0,34.095,1.0,0.10813,99.08452,6.51888,679.60627,508584.0,0.24242,
CTSC,8.0,0.75786,4.0,8.0,21.066,1.0,0.09612,85.51151,6.01982,19.57527,5680.0,0.28571,
CD74,16.0,0.77792,5.0,14.0,28.396,1.0,0.09612,95.1754,6.39024,759.91835,351968.0,0.15385,
CD52,1.0,0.0,1.0,2.0,1.239,1.0,0.07864,51.9711,3.53337,0.0,0.0,0.0,
