node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
ENPP2,1.0,0.0,1.0,2.0,25.998,1.0,0.10587,19.02857,5.43151,0.0,0.0,0.0,
PPARGC1A,4.0,0.61557,2.0,8.0,41.546,9.0,0.09263,23.59643,5.68456,847.4,828408.0,0.07143,
EGR2,1.0,0.0,1.0,2.0,30.338,1.0,0.10587,22.61667,5.93761,0.0,0.0,0.0,
NRG1,1.0,0.0,1.0,2.0,27.878,1.0,0.10587,20.62619,5.6936,0.0,0.0,0.0,
FOS,9.0,0.61557,2.0,18.0,44.261,83.0,0.12351,32.78333,6.66964,4461.4,2625776.0,0.02614,
LPAR1,3.0,0.61557,2.0,6.0,38.751,2.0,0.12351,25.28333,6.16355,162.0,16512.0,0.13333,
EDNRA,1.0,0.0,1.0,2.0,26.637,1.0,0.10587,20.62619,5.6936,0.0,0.0,0.0,
SYNC,1.0,0.0,1.0,2.0,3.292,1.0,0.01786,2.5,0.12857,0.0,0.0,0.0,
LAMA2,2.0,0.61557,2.0,4.0,4.104,1.0,0.01786,3.33333,0.16071,0.0,0.0,0.33333,
DTNA,2.0,0.0,1.0,4.0,3.972,2.0,0.02679,3.5,0.17143,8.0,56.0,0.0,
SGCA,1.0,0.0,1.0,2.0,3.549,1.0,0.01786,2.83333,0.15,0.0,0.0,0.0,
LAMA4,2.0,0.61557,2.0,4.0,4.107,1.0,0.01786,3.33333,0.16071,0.0,0.0,0.33333,
DMD,4.0,0.61557,2.0,8.0,4.46,6.0,0.02679,4.5,0.19286,16.0,88.0,0.07143,
MAMLD1,2.0,0.0,1.0,4.0,31.558,2.0,0.07411,22.48651,5.02483,162.0,221608.0,0.0,
S1PR3,1.0,0.0,1.0,2.0,21.6,1.0,0.09263,18.43929,5.25076,0.0,0.0,0.0,
EGFR,6.0,0.61557,2.0,12.0,40.941,68.0,0.12351,28.65,6.42563,2750.6,1890400.0,0.0303,
CXCL12,1.0,0.0,1.0,2.0,22.462,1.0,0.09263,18.43929,5.25076,0.0,0.0,0.0,
PCOLCE2,1.0,0.0,1.0,2.0,2.098,1.0,0.01339,1.5,0.08036,0.0,0.0,0.0,
PCOLCE,1.0,0.0,1.0,2.0,2.106,1.0,0.01339,1.5,0.08036,0.0,0.0,0.0,
COL5A1,2.0,0.0,1.0,4.0,2.324,3.0,0.02679,2.0,0.09375,2.0,8.0,0.0,
CMIP,1.0,0.0,1.0,2.0,2.781,1.0,0.01786,2.0,0.08333,0.0,0.0,0.0,
MIF,2.0,0.61557,2.0,4.0,28.58,1.0,0.09263,19.87262,5.36825,0.0,0.0,0.33333,
HLA-DRB1,6.0,0.61795,3.0,10.0,28.013,4.0,0.08234,20.97659,4.93445,975.0,972192.0,0.08889,
CXCR4,5.0,0.61557,2.0,10.0,32.778,17.0,0.10587,24.77619,5.9828,2170.0,1827816.0,0.04444,
HLA-DPB1,4.0,0.61795,3.0,6.0,28.311,8.0,0.08234,19.80992,4.90734,497.0,743080.0,0.26667,
CD74,4.0,0.61557,2.0,8.0,30.03,13.0,0.09263,21.95595,5.4767,1680.0,1771712.0,0.14286,
CD300E,1.0,0.0,1.0,2.0,17.171,1.0,0.08234,16.79921,4.70851,0.0,0.0,0.0,
LY86,2.0,0.61557,2.0,4.0,28.307,1.0,0.07411,14.8119,3.88611,0.0,0.0,0.33333,
LY96,4.0,0.61795,3.0,6.0,31.528,1.0,0.08234,18.14127,4.6091,80.0,177656.0,0.26667,
CD14,4.0,0.61795,3.0,6.0,31.157,2.0,0.08234,18.14127,4.6091,80.0,177656.0,0.26667,
LMNA,3.0,0.61557,2.0,6.0,43.541,83.0,0.10587,30.18333,6.46178,3074.0,2340560.0,0.13333,
SLC4A4,1.0,0.0,1.0,2.0,1.659,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
CA2,1.0,0.0,1.0,2.0,1.659,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
C1QC,2.0,0.61557,2.0,4.0,19.76,1.0,0.08234,17.29921,4.71755,0.0,0.0,0.33333,
TYROBP,6.0,0.61557,2.0,12.0,23.957,6.0,0.09263,22.48214,5.44055,788.0,188192.0,0.0303,
C1QB,2.0,0.61557,2.0,4.0,20.14,1.0,0.08234,17.29921,4.71755,0.0,0.0,0.33333,
TTK,9.223372036854777E13,1.94665,23.0,46.0,44.575,2.0,0.08234,35.1123,5.72975,32.18533,110752.0,0.38841,
NUSAP1,9.223372036854777E13,1.99508,23.0,46.0,44.575,1.0,0.08234,35.1123,5.72975,9.83887,472.0,0.39807,
CDCA3,1.3953316608E12,2.08861,17.0,34.0,44.575,1.0,0.08234,32.1123,5.67552,1.03205,56.0,0.45989,
CKS2,3628800.0,1.79574,10.0,20.0,44.575,1.0,0.08234,28.3623,5.59419,0.0,0.0,0.47368,
PTTG1,9.223372036854777E13,2.07571,20.0,40.0,44.575,1.0,0.08234,33.6123,5.70264,4.3952,216.0,0.43333,
SMC4,3.99168E7,1.86649,11.0,22.0,44.575,1.0,0.08234,28.8623,5.60322,0.0,0.0,0.47619,
KIAA0101,9.580032E8,1.96706,13.0,26.0,44.575,1.0,0.08234,30.1123,5.63937,0.125,8.0,0.47385,
MELK,9.223372036854777E13,2.15965,18.0,36.0,44.575,1.0,0.08234,32.6123,5.68456,0.94872,48.0,0.46667,
CCNB2,9.223372036854777E13,1.94665,23.0,46.0,44.575,1.0,0.08234,35.1123,5.72975,32.18533,110752.0,0.38841,
CCNA2,9.223372036854777E13,1.94665,23.0,46.0,44.575,1.0,0.08234,35.1123,5.72975,32.18533,110752.0,0.38841,
PLK4,720.0,1.42647,6.0,12.0,44.575,1.0,0.07411,24.56984,5.06098,0.0,0.0,0.45455,
CENPE,1.39489257672E12,1.95397,18.0,36.0,44.575,1.0,0.08234,32.6123,5.68456,24.72273,110448.0,0.42222,
CCNB1,9.223372036854777E13,1.90791,23.0,46.0,44.575,14.0,0.09263,37.32262,6.20873,1357.08533,1129680.0,0.38068,
NCAPG,9.223372036854777E13,2.02353,21.0,42.0,44.575,1.0,0.08234,34.1123,5.71167,6.89848,344.0,0.4158,
NNMT,2.0,0.0,1.0,4.0,34.151,4.0,0.10587,22.70952,5.88338,584.6,258168.0,0.0,
FLNA,3.0,0.61557,2.0,6.0,3.303,2.0,0.03571,3.0,0.10714,4.0,16.0,0.13333,
PLEK,2.0,0.61557,2.0,4.0,3.156,1.0,0.01786,2.5,0.09524,0.0,0.0,0.33333,
ANXA5,2.0,0.61557,2.0,4.0,3.188,1.0,0.01786,2.5,0.09524,0.0,0.0,0.33333,
KIF20A,9.223372036854777E13,2.05768,22.0,44.0,44.575,1.0,0.08234,34.6123,5.72071,6.21715,272.0,0.41649,
ASPM,9.223372036854777E13,1.85748,25.0,50.0,44.575,1.0,0.08234,36.1123,5.74782,41.42877,110968.0,0.36082,
CDK1,9.223372036854777E13,1.82386,25.0,50.0,44.575,69.0,0.09263,38.32262,6.22681,1579.32877,1184968.0,0.35429,
TOP2A,9.223372036854777E13,1.94592,24.0,50.0,44.575,2.0,0.08234,36.1123,5.74782,175.32877,111088.0,0.35265,
CENPF,9.223372036854777E13,2.08799,20.0,40.0,44.575,1.0,0.08234,33.6123,5.70264,3.61566,160.0,0.4359,
KIF4A,9.223372036854777E13,2.13712,20.0,40.0,44.575,1.0,0.08234,33.6123,5.70264,2.74823,128.0,0.44615,
TPX2,9.223372036854777E13,2.09136,21.0,42.0,44.575,1.0,0.08234,34.1123,5.71167,4.4351,200.0,0.42973,
PBK,9.223372036854777E13,2.08799,20.0,40.0,44.575,1.0,0.08234,33.6123,5.70264,3.60732,160.0,0.4359,
HMMR,4.027968E7,1.84401,12.0,24.0,44.575,1.0,0.08234,29.6123,5.63034,0.54545,24.0,0.45652,
KIF11,9.223372036854777E13,1.94665,23.0,46.0,44.575,1.0,0.08234,35.1123,5.72975,32.5919,110704.0,0.38841,
DLGAP5,9.223372036854777E13,2.05768,22.0,46.0,44.575,3.0,0.08234,35.27897,5.73878,326.21715,332672.0,0.38068,
ANLN,3991680.0,1.79862,11.0,22.0,44.575,1.0,0.08234,29.1123,5.6213,0.33333,16.0,0.45887,
AOX1,3.0,0.0,1.0,6.0,33.007,10.0,0.09263,21.15357,5.39536,491.6,242936.0,0.0,
ALDH2,2.0,0.0,1.0,4.0,29.057,1.0,0.08234,17.64127,4.60007,15.0,600.0,0.0,
ADH1B,2.0,0.0,1.0,4.0,28.195,2.0,0.08234,17.02302,4.6814,22.8,16824.0,0.0,
VIPR1,1.0,0.0,1.0,2.0,1.654,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
ADCYAP1,1.0,0.0,1.0,2.0,1.654,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
MYH11,1.0,0.0,1.0,2.0,1.653,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
ACTG2,1.0,0.0,1.0,2.0,1.653,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
GHRL,1.0,0.0,1.0,2.0,1.676,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
ACHE,1.0,0.0,1.0,2.0,1.676,1.0,0.01786,1.0,0.05357,0.0,0.0,0.0,
EHHADH,7.0,0.61557,2.0,14.0,36.248,8.0,0.09263,23.27381,5.31402,1089.2,977960.0,0.04396,
ACADSB,2.0,0.61557,2.0,4.0,30.23,1.0,0.08234,17.64127,4.60007,0.0,0.0,0.33333,
ACAT1,3.0,0.61557,2.0,6.0,30.698,2.0,0.08234,18.14127,4.6091,162.0,177696.0,0.13333,
ACACB,1.0,0.0,1.0,2.0,20.845,1.0,0.07411,14.3119,3.87707,0.0,0.0,0.0,
