node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
GSTM5,1.0,0.0,1.0,2.0,1.561,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
GSTM2,1.0,0.0,1.0,2.0,1.561,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
GPX3,1.0,0.0,1.0,2.0,18.157,1.0,0.05713,22.42395,5.13656,0.0,0.0,0.0,
SOD2,3.0,0.0,1.0,6.0,31.391,3.0,0.06232,27.7346,5.81693,522.0,212504.0,0.0,
GPX2,1.0,0.0,1.0,2.0,18.137,1.0,0.05713,22.42395,5.13656,0.0,0.0,0.0,
HKDC1,1.0,0.0,1.0,2.0,1.565,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
FBP1,1.0,0.0,1.0,2.0,1.565,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
SCD,1.0,0.0,1.0,2.0,20.027,1.0,0.05274,22.49248,4.97036,0.0,0.0,0.0,
FABP4,3.0,0.61557,2.0,6.0,57.334,1.0,0.06232,30.30364,6.05584,115.5,14544.0,0.13333,
F2R,2.0,0.0,1.0,4.0,48.743,2.0,0.09794,31.56905,6.42979,831.18889,935144.0,0.0,
SLC27A2,2.0,0.0,1.0,4.0,2.124,3.0,0.01546,2.0,0.05412,2.0,8.0,0.0,
EPHX2,1.0,0.0,1.0,2.0,1.891,1.0,0.00773,1.5,0.04639,0.0,0.0,0.0,
EIF4G1,3.0,0.0,1.0,6.0,69.723,2.0,0.06856,40.68968,6.79854,280.79221,98312.0,0.0,
EIF3H,1.0,0.0,1.0,2.0,41.596,1.0,0.06232,30.14293,6.11817,0.0,0.0,0.0,
FOSB,1.0,0.0,1.0,2.0,1.566,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
EGR2,1.0,0.0,1.0,2.0,1.566,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
DSN1,1.0,0.0,1.0,2.0,41.381,1.0,0.06232,31.2846,6.24281,0.0,0.0,0.0,
STIP1,12.0,0.94732,4.0,8.0,81.299,2.0,0.06856,33.91111,6.37266,3.76923,30056.0,0.35714,
HSPH1,12.0,0.94732,4.0,8.0,80.516,1.0,0.06856,33.91111,6.37266,3.76923,30056.0,0.35714,
HSPA1B,126.0,1.29653,5.0,16.0,85.273,2.0,0.06232,38.20126,6.44017,172.49495,303480.0,0.21667,
DNAJB1,12.0,0.94732,4.0,8.0,82.48,1.0,0.06856,33.91111,6.37266,3.76923,30056.0,0.35714,
NOX1,2.0,0.61557,2.0,4.0,2.427,1.0,0.01546,2.0,0.03093,0.0,0.0,0.33333,
RAC2,2.0,0.61557,2.0,4.0,2.429,1.0,0.01546,2.0,0.03093,0.0,0.0,0.33333,
CYBA,2.0,0.61557,2.0,4.0,2.406,1.0,0.01546,2.0,0.03093,0.0,0.0,0.33333,
LPAR1,6.0,0.92693,3.0,6.0,70.926,1.0,0.0857,35.15714,6.71544,0.0,0.0,0.4,
CXCL8,10.0,0.64826,5.0,10.0,74.582,6.0,0.0857,36.65714,6.74141,724.85083,398168.0,0.22222,
CXCL2,2.0,0.61557,2.0,4.0,53.251,1.0,0.07617,25.56151,5.61438,0.0,0.0,0.33333,
GNAI2,10.0,0.75786,4.0,12.0,76.704,7.0,0.09794,38.98571,6.91799,1590.47139,1269656.0,0.12121,
COL8A1,1.0,0.0,1.0,2.0,2.816,1.0,0.01031,2.83333,0.0866,0.0,0.0,0.0,
COL5A1,2.0,0.61557,2.0,4.0,3.397,1.0,0.01031,3.33333,0.09278,0.0,0.0,0.33333,
P4HA1,4.0,0.61557,2.0,8.0,3.808,6.0,0.01546,4.5,0.11134,16.0,88.0,0.07143,
COL1A1,2.0,0.61557,2.0,4.0,3.411,1.0,0.01031,3.33333,0.09278,0.0,0.0,0.33333,
KRT8,2.0,0.0,1.0,4.0,49.091,2.0,0.06856,31.55278,6.32591,262.0,64296.0,0.0,
RBP4,1.0,0.0,1.0,2.0,1.525,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
CES1,1.0,0.0,1.0,2.0,1.525,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
PPARG,4.0,0.61795,3.0,6.0,56.477,2.0,0.06856,32.75873,6.45056,54.16695,44728.0,0.26667,
PPARGC1A,6.0,0.61795,3.0,10.0,56.654,6.0,0.06856,34.25873,6.47653,1336.16695,469616.0,0.08889,
CEBPA,4.0,0.61557,2.0,8.0,65.877,17.0,0.07617,41.59365,7.08939,2584.58915,1148936.0,0.07143,
ZWINT,3.0,0.61557,2.0,6.0,69.861,2.0,0.06856,42.75873,6.92319,262.0,144752.0,0.13333,
CDH2,1.0,0.0,1.0,2.0,16.769,1.0,0.06232,22.36634,4.86649,0.0,0.0,0.0,
MET,6.0,0.61795,3.0,10.0,29.813,10.0,0.06856,28.69444,5.54686,2120.0,6832064.0,0.08889,
MMP9,5.0,0.61557,2.0,10.0,45.567,20.0,0.0857,35.06786,6.57002,3752.81111,8035656.0,0.04444,
GFRA1,1.0,0.0,1.0,2.0,22.824,1.0,0.06856,24.92778,5.44818,0.0,0.0,0.0,
LAMC2,4.0,0.61795,3.0,6.0,29.59,1.0,0.06856,26.86111,5.50531,122.0,359560.0,0.26667,
F2RL2,2.0,0.0,1.0,4.0,38.12,1.0,0.0857,28.74167,5.97274,672.5,841640.0,0.0,
HSPA8,130.0,1.29653,5.0,24.0,85.45,15.0,0.07617,45.86032,7.03226,1241.6156,1238280.0,0.0942,
LYN,10.0,0.92693,3.0,14.0,79.653,33.0,0.09794,44.95238,7.29713,3583.23537,5089224.0,0.08791,
PTCH1,2.0,0.61557,2.0,4.0,71.142,1.0,0.06856,41.9254,6.90761,0.0,0.0,0.33333,
NUP160,41280.0,1.31715,12.0,24.0,85.513,1.0,0.06856,49.4754,7.05822,222.18902,1081240.0,0.32609,
MCM10,4.0,0.61795,3.0,6.0,77.455,2.0,0.0857,45.0381,7.20365,97.53553,554664.0,0.26667,
ORC2,3.0,0.61557,2.0,6.0,72.933,22.0,0.09794,43.02143,7.1621,2067.75058,3707456.0,0.13333,
CXCL10,7.0,0.56839,4.0,10.0,68.27,3.0,0.0857,31.95714,6.28436,519.28978,370872.0,0.13333,
CCL8,1.0,0.0,1.0,2.0,39.155,1.0,0.07617,24.89484,5.60399,0.0,0.0,0.0,
IL1B,5.0,0.61795,3.0,8.0,62.709,2.0,0.07617,29.90556,6.0922,318.97689,194576.0,0.14286,
CCL19,1.0,0.0,1.0,2.0,36.263,1.0,0.06856,23.72619,5.41182,0.0,0.0,0.0,
CDKN1A,39.0,0.80493,7.0,16.0,85.23,73.0,0.0857,52.7881,7.55682,4165.87703,3162056.0,0.18333,
SPP1,2.0,0.0,1.0,4.0,46.574,2.0,0.06856,34.27778,6.54924,262.0,62904.0,0.0,
SMAD6,1.0,0.0,1.0,2.0,43.905,1.0,0.06856,33.61111,6.53886,0.0,0.0,0.0,
SLC4A4,1.0,0.0,1.0,2.0,13.377,1.0,0.06232,20.99968,4.77819,0.0,0.0,0.0,
CDH1,6.0,0.61557,2.0,12.0,38.051,15.0,0.07617,32.61865,6.12855,3417.31111,8279376.0,0.0303,
CA2,2.0,0.0,1.0,4.0,22.176,2.0,0.06856,25.59444,5.45857,262.0,360184.0,0.0,
NMD3,361.0,1.31715,7.0,16.0,55.606,3.0,0.06856,35.88968,6.34669,303.9,237328.0,0.3,
NOP2,409.0,1.28292,8.0,18.0,55.535,2.0,0.06856,36.38968,6.35188,305.6,237296.0,0.28758,
DKC1,265.0,1.24398,7.0,16.0,55.874,11.0,0.07617,44.77937,6.97512,2442.1,1363672.0,0.28333,
GNL3L,120.0,1.29653,5.0,10.0,54.072,1.0,0.06856,34.38968,6.33111,0.0,0.0,0.44444,
RRS1,240.0,1.33138,6.0,12.0,55.357,1.0,0.06856,34.88968,6.3363,41.0,118584.0,0.42424,
NOL6,48.0,1.16687,5.0,10.0,55.202,1.0,0.06856,34.22302,6.32591,41.0,118584.0,0.4,
NOP58,408.0,1.28292,8.0,16.0,55.709,1.0,0.06856,35.88968,6.34669,43.6,118640.0,0.36667,
BYSL,144.0,1.23628,6.0,12.0,55.305,1.0,0.06232,29.62348,5.70267,1.2,32.0,0.39394,
BOP1,408.0,1.28292,8.0,16.0,55.523,1.0,0.06856,35.88968,6.34669,43.6,118640.0,0.36667,
NUP62,81600.0,1.3284,13.0,26.0,85.513,1.0,0.06856,50.14206,7.06861,257.01115,1274992.0,0.32,
NUP153,81600.0,1.3284,13.0,26.0,85.412,4.0,0.06856,50.14206,7.06861,257.01115,1274992.0,0.32,
KLHL13,1.0,0.0,1.0,2.0,48.52,1.0,0.06856,37.93254,6.67389,0.0,0.0,0.0,
NUP88,81600.0,1.3284,13.0,26.0,85.513,2.0,0.06856,50.14206,7.06861,257.01115,1274992.0,0.32,
NUP155,81600.0,1.3284,13.0,26.0,85.513,1.0,0.06856,50.14206,7.06861,257.01115,1274992.0,0.32,
CCND1,15.0,0.77792,5.0,12.0,85.141,10.0,0.0857,49.90476,7.41659,1248.48012,2405576.0,0.18182,
TNFSF10,1.0,0.0,1.0,2.0,16.074,1.0,0.05713,22.63665,5.20927,0.0,0.0,0.0,
BID,2.0,0.0,1.0,4.0,27.562,2.0,0.06232,27.63936,5.88964,262.0,125688.0,0.0,
CBFB,9.0,0.92693,3.0,12.0,78.667,7.0,0.07617,47.22698,7.21923,1534.0,345472.0,0.09091,
BAX,2.0,0.0,1.0,4.0,46.447,3.0,0.06856,34.52778,6.55963,520.0,188520.0,0.0,
RB1CC1,1.0,0.0,1.0,2.0,1.562,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
ATG101,1.0,0.0,1.0,2.0,1.562,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
TTK,9.223372036854777E13,1.93424,26.0,52.0,85.513,3.0,0.07617,56.44365,7.23481,40.61236,17848.0,0.37104,
NUSAP1,9.223372036854777E13,1.97355,26.0,52.0,85.513,2.0,0.07617,56.44365,7.23481,33.78339,27984.0,0.37858,
CDCA3,2.22366912768E13,2.14496,18.0,36.0,85.513,1.0,0.07617,52.19365,7.18287,1.58319,136.0,0.46349,
CKS2,3.99168E7,1.86649,11.0,22.0,85.513,1.0,0.07617,48.52698,7.14132,0.0,0.0,0.47619,
PTTG1,9.223372036854777E13,2.08224,23.0,46.0,85.513,1.0,0.07617,54.77698,7.21403,14.07477,13984.0,0.41546,
RRM2,9.223372036854777E13,2.22463,19.0,40.0,85.513,3.0,0.07617,54.11032,7.23481,318.25293,84912.0,0.42564,
SMC4,3.99168E7,1.86649,11.0,22.0,85.513,1.0,0.07617,48.36032,7.13613,0.0,0.0,0.47619,
CDKN3,3.99168E7,1.86649,11.0,22.0,85.513,1.0,0.07617,48.36032,7.13613,0.0,0.0,0.47619,
BIRC5,9.223372036854777E13,1.72608,28.0,58.0,85.513,2.0,0.07617,59.72698,7.35426,555.3614,977528.0,0.30127,
KIAA0101,9.3405312001E10,2.06306,15.0,32.0,85.513,2.0,0.07617,51.44365,7.18287,253.03952,66088.0,0.41532,
MELK,9.223372036854777E13,2.1818,21.0,42.0,85.513,1.0,0.07617,53.94365,7.20884,4.59095,360.0,0.44832,
CCNB2,9.223372036854777E13,1.55784,32.0,64.0,85.513,2.0,0.07617,62.07698,7.44256,646.83833,1223632.0,0.27976,
CCNA2,9.223372036854777E13,1.6653,29.0,60.0,85.513,47.0,0.0857,62.30476,7.55162,4587.33598,4340528.0,0.28814,
PLK4,720.0,1.42647,6.0,12.0,84.528,1.0,0.07617,43.97937,6.99071,0.0,0.0,0.45455,
CENPE,2.2230504173522E13,1.84234,20.0,40.0,85.513,1.0,0.07617,53.19365,7.19326,95.37105,44192.0,0.38462,
CCNB1,9.223372036854777E13,1.3472,35.0,70.0,85.513,14.0,0.07617,65.51032,7.55162,2013.53353,2080984.0,0.2352,
NCAPG,9.223372036854777E13,2.027,24.0,48.0,85.513,1.0,0.07617,55.27698,7.21923,17.51556,14152.0,0.39894,
KIF20A,9.223372036854777E13,2.03398,25.0,50.0,85.513,2.0,0.07617,55.94365,7.22962,35.16553,41200.0,0.3951,
ASPM,9.223372036854777E13,1.80898,29.0,58.0,85.513,1.0,0.07617,57.94365,7.25039,69.11564,45304.0,0.33515,
CDK1,9.223372036854777E13,1.18324,40.0,80.0,85.513,56.0,0.07617,68.17698,7.58279,3052.01801,2912840.0,0.1981,
TOP2A,9.223372036854777E13,1.62414,32.0,66.0,85.513,9.0,0.07617,60.94365,7.31271,527.21771,702848.0,0.27413,
CENPF,9.223372036854777E13,2.05319,23.0,46.0,85.513,1.0,0.07617,54.77698,7.21403,29.85477,40856.0,0.40966,
KIF14,5760.0,1.51618,8.0,16.0,85.433,1.0,0.06856,45.09206,6.94396,0.34848,16.0,0.43333,
KIF4A,9.223372036854777E13,2.1818,21.0,42.0,85.513,1.0,0.07617,53.52698,7.19326,8.68239,13560.0,0.44832,
TPX2,9.223372036854777E13,2.14035,23.0,46.0,85.513,1.0,0.07617,54.77698,7.21403,18.22001,27344.0,0.42705,
PBK,9.223372036854777E13,2.08224,23.0,46.0,85.513,1.0,0.07617,54.77698,7.21403,20.10503,27408.0,0.41546,
HMMR,4.027968E7,1.84401,12.0,24.0,85.513,1.0,0.06856,47.25873,6.96993,0.5303,24.0,0.45652,
KIF11,9.223372036854777E13,2.00877,25.0,50.0,85.513,1.0,0.07617,55.94365,7.22962,32.30135,17624.0,0.3902,
DLGAP5,9.223372036854777E13,1.98142,26.0,52.0,85.513,1.0,0.07617,56.44365,7.23481,39.64417,41400.0,0.38009,
ANLN,3992400.0,1.69766,12.0,24.0,85.44,1.0,0.06856,47.25873,6.96993,2.11905,80.0,0.42029,
ANKRD1,1.0,0.0,1.0,2.0,38.082,1.0,0.06232,28.07031,5.98313,0.0,0.0,0.0,
PYCR1,2.0,0.0,1.0,4.0,3.19,2.0,0.01546,3.5,0.09897,8.0,56.0,0.0,
ALDH4A1,1.0,0.0,1.0,2.0,2.456,1.0,0.01031,2.5,0.07423,0.0,0.0,0.0,
DNMT1,1.0,0.0,1.0,2.0,2.059,1.0,0.00687,1.83333,0.06873,0.0,0.0,0.0,
CXCL12,7.0,0.92693,3.0,8.0,78.385,1.0,0.0857,40.9881,7.07381,923.56789,943448.0,0.21429,
PRKAR2B,10.0,0.92693,3.0,14.0,82.178,13.0,0.07617,48.98651,7.28155,2203.60445,835416.0,0.08791,
CFTR,8.0,0.92693,3.0,10.0,80.731,3.0,0.07617,41.88651,6.9959,794.21435,156216.0,0.13333,
AGT,7.0,0.92693,3.0,8.0,78.275,1.0,0.07617,40.51984,6.99071,699.80132,515864.0,0.21429,
AGPAT9,2.0,0.61557,2.0,4.0,2.386,1.0,0.01546,2.0,0.03093,0.0,0.0,0.33333,
AGPAT5,2.0,0.61557,2.0,4.0,2.413,1.0,0.01546,2.0,0.03093,0.0,0.0,0.33333,
AGPAT2,2.0,0.61557,2.0,4.0,2.389,1.0,0.01546,2.0,0.03093,0.0,0.0,0.33333,
PDE3B,1.0,0.0,1.0,2.0,2.028,1.0,0.00687,1.83333,0.06873,0.0,0.0,0.0,
AHCY,2.0,0.0,1.0,4.0,2.43,2.0,0.01031,2.5,0.08247,4.0,24.0,0.0,
ADK,2.0,0.0,1.0,4.0,2.417,2.0,0.01031,2.5,0.08247,4.0,24.0,0.0,
ADH1C,2.0,0.61557,2.0,4.0,3.023,1.0,0.01031,2.5,0.05498,0.0,0.0,0.33333,
ADH1B,4.0,0.61795,3.0,6.0,3.22,1.0,0.02062,3.0,0.06186,1.0,8.0,0.26667,
ALDH2,4.0,0.61795,3.0,6.0,3.223,1.0,0.02062,3.0,0.06186,1.0,8.0,0.26667,
ADH1A,2.0,0.61557,2.0,4.0,3.04,1.0,0.01031,2.5,0.05498,0.0,0.0,0.33333,
MYH11,1.0,0.0,1.0,2.0,1.57,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
ACTG2,1.0,0.0,1.0,2.0,1.57,1.0,0.01031,1.0,0.03093,0.0,0.0,0.0,
ACSL4,1.0,0.0,1.0,2.0,19.167,1.0,0.05274,22.49248,4.97036,0.0,0.0,0.0,
HELZ2,6.0,0.0,1.0,12.0,65.226,8.0,0.06856,37.25873,6.6635,1556.55658,1085976.0,0.0,
SLC27A6,1.0,0.0,1.0,2.0,24.427,1.0,0.05713,24.10372,5.37027,0.0,0.0,0.0,
ACSL1,3.0,0.0,1.0,6.0,42.035,5.0,0.06232,30.48698,6.05065,613.22381,740632.0,0.0,
MLXIPL,2.0,0.0,1.0,4.0,49.407,6.0,0.06856,36.04802,6.6635,898.77619,584104.0,0.0,
FASN,5.0,0.61557,2.0,10.0,34.999,3.0,0.05713,28.52038,5.65073,585.66667,776824.0,0.04444,
ACLY,3.0,0.61557,2.0,6.0,36.637,5.0,0.06232,30.55761,6.10778,684.77619,520352.0,0.13333,
ACACB,2.0,0.61557,2.0,4.0,29.662,1.0,0.05713,25.8307,5.5157,0.0,0.0,0.33333,
